Protein_ID,Localizations,Signals,Cytoplasm,Nucleus,Extracellular,Cell membrane,Mitochondrion,Plastid,Endoplasmic reticulum,Lysosome/Vacuole,Golgi apparatus,Peroxisome
ENSG00000169519;A6NJ78,Mitochondrion,Mitochondrial transit peptide,0.215800002,0.27669999,0.057300001,0.041900001,0.941100001,0.018200001,0.0451,0.037,0.073899999,0.0176
ENSG00000169660;Q8WVB3,Cytoplasm,,0.640299976,0.432500005,0.519400001,0.139300004,0.235499993,0.0004,0.202900007,0.267800003,0.141800001,0.100000001
ENSG00000169692;O15120,Endoplasmic reticulum,Signal peptide|Transmembrane domain,0.166999996,0.133499995,0.079499997,0.406399995,0.221000001,0.0013,0.795599997,0.285100013,0.279100001,0.0103
ENSG00000169710;P49327,Cytoplasm,Nuclear export signal,0.752499998,0.318100005,0.072300002,0.122500002,0.145199999,0.006,0.146400005,0.310400009,0.201399997,0.0034
ENSG00000169738;Q7Z4W1,Cytoplasm,,0.713100016,0.316199988,0.048700001,0.348500013,0.55369997,0.072800003,0.123499997,0.406699985,0.040399998,0.158299997
ENSG00000169764;Q16851,Cytoplasm,Nuclear localization signal,0.803600013,0.504599988,0.239099994,0.066600002,0.162499994,0.0074,0.124799997,0.153300002,0.206499994,0.063000001
ENSG00000169814;P43251,Extracellular,Signal peptide,0.212300003,0.155399993,0.553200006,0.231299996,0.076300003,0.0122,0.364300013,0.504299998,0.33160001,0.0043
ENSG00000169826;Q8N6G5,Golgi apparatus,Signal peptide|Transmembrane domain,0.171599999,0.133200005,0.388099998,0.210899994,0.055799998,0.0013,0.343800008,0.146400005,0.934000015,0.0084
ENSG00000169902;O60507,Golgi apparatus,Signal peptide|Transmembrane domain,0.228300005,0.103299998,0.395399988,0.173299998,0.152999997,0.0066,0.462799996,0.205899999,0.866599977,0.0284
ENSG00000169919;P08236,Endoplasmic reticulum,Signal peptide,0.335799992,0.182899997,0.447699994,0.332800001,0.141100004,0.0044,0.596099973,0.5079,0.338999987,0.063000001
ENSG00000170035;Q969T4,Cytoplasm|Nucleus,Nuclear localization signal,0.584699988,0.543600023,0.030400001,0.506699979,0.181500003,0.0277,0.241999999,0.395399988,0.279100001,0.0616
ENSG00000170142;P51965,Cytoplasm|Cell membrane,Nuclear localization signal|Nuclear export signal,0.572099984,0.524200022,0.020099999,0.55309999,0.1743,0.058800001,0.203799993,0.486600012,0.330900013,0.051100001
ENSG00000170185;Q8NB14,Cytoplasm|Nucleus,Nuclear export signal,0.66869998,0.807200015,0.0088,0.022399999,0.071599998,0.002,0.333099991,0.229699999,0.130799994,0.011
ENSG00000170190;O15375,Cell membrane,Signal peptide|Transmembrane domain,0.229599997,0.059099998,0.109899998,0.597299993,0.235499993,0.0018,0.522000015,0.217099994,0.400900006,0.0139
ENSG00000170191;Q8TBE9,Cytoplasm|Mitochondrion,Mitochondrial transit peptide,0.609499991,0.482800007,0.040399998,0.093199998,0.656300008,0.0177,0.181500003,0.1074,0.146699995,0.160400003
ENSG00000170222;Q3LIE5,Cytoplasm,Nuclear export signal,0.700699985,0.299499989,0.065800004,0.158700004,0.215800002,0.036699999,0.307399988,0.463400006,0.539699972,0.042199999
ENSG00000170231;P51161,Cytoplasm,Nuclear localization signal,0.828100026,0.522899985,0.564999998,0.142199993,0.107000001,0.0244,0.073600002,0.016799999,0.0276,0.0131
ENSG00000170242;Q96K76,Cytoplasm|Nucleus,Nuclear localization signal|Nuclear export signal,0.619499981,0.685199976,0.075199999,0.132400006,0.112400003,0.0026,0.284299999,0.140000001,0.169499993,0.0003
ENSG00000170266;P16278,Lysosome/Vacuole,Signal peptide,0.231600001,0.123999998,0.623899996,0.380600005,0.096799999,0.0093,0.537699997,0.653299987,0.311199993,0.020500001
ENSG00000170271;Q96IV6,Endoplasmic reticulum,Signal peptide|Transmembrane domain,0.127200007,0.161400005,0.0188,0.28639999,0.192900002,0.0117,0.835900009,0.266499996,0.290800005,0.039900001
ENSG00000170323;P15090,Cytoplasm,Nuclear localization signal,0.813399971,0.513599992,0.085900001,0.236300007,0.209900007,0.033599999,0.172900006,0.0244,0.0557,0.0073
ENSG00000170340;Q9NY97,Golgi apparatus,Signal peptide|Transmembrane domain,0.107500002,0.094400004,0.57889998,0.180299997,0.098499998,0.004,0.3046,0.131999999,0.921700001,0.0095
ENSG00000170364;Q53H47,Cytoplasm|Nucleus,Nuclear localization signal|Nuclear export signal,0.485100001,0.759299994,0.091600001,0.054299999,0.101300001,0.069700003,0.170399994,0.040199999,0.089699998,0.110699996
ENSG00000170385;Q9Y6M5,Cell membrane|Lysosome/Vacuole,Signal peptide|Transmembrane domain,0.177900001,0.085699998,0.029300001,0.694400012,0.063299999,0.0176,0.4912,0.666899979,0.547900021,0.0286
ENSG00000170426;Q8NEX9,Mitochondrion|Endoplasmic reticulum,Mitochondrial transit peptide,0.218600005,0.2095,0.097599998,0.129299998,0.697700024,0.122500002,0.632700026,0.187000006,0.332300007,0.201299995
ENSG00000170430;P16455,Cytoplasm|Nucleus,,0.735000014,0.55400002,0.056299999,0.185399994,0.481599987,0.0033,0.361900002,0.080899999,0.073799998,0.243799999
ENSG00000170439;Q6UX53,Endoplasmic reticulum,,0.329100013,0.126599997,0.074900001,0.194900006,0.514699996,0.0221,0.754199982,0.263000011,0.513599992,0.0263
ENSG00000170445;P12081,Cytoplasm,,0.617399991,0.294999987,0.036200002,0.129299998,0.244900003,0.020300001,0.428000003,0.134399995,0.270700008,0.015
ENSG00000170482;Q9UHI7,Cell membrane|Lysosome/Vacuole,Transmembrane domain,0.148399994,0.138699993,0.015900001,0.776199996,0.149399996,0.0031,0.203299999,0.582599998,0.32159999,0.022700001
ENSG00000170485;Q99743,Nucleus,Nuclear export signal,0.457100004,0.802399993,0.0305,0.188700005,0.212799996,0.0002,0.136299998,0.150399998,0.058200002,0.014
ENSG00000170502;Q9BW91,Mitochondrion,Mitochondrial transit peptide,0.242899999,0.216199994,0.113799997,0.094999999,0.817900002,0.476799995,0.211400002,0.072300002,0.111599997,0.272799999
ENSG00000170516;Q8TF08,Mitochondrion,Mitochondrial transit peptide,0.128099993,0.145999998,0.0151,0.119499996,0.95480001,0.047699999,0.091499999,0.0471,0.064099997,0.020099999
ENSG00000170522;Q9H5J4,Endoplasmic reticulum,Transmembrane domain,0.045299999,0.084399998,0.0021,0.176400006,0.165000007,0.017100001,0.898100019,0.032699998,0.327499986,0.023800001
ENSG00000170525;Q16875,Cytoplasm|Nucleus,Nuclear localization signal,0.658200026,0.660399973,0.042399999,0.167400002,0.209199995,0.0021,0.126100004,0.112599999,0.066500001,0.020099999
ENSG00000170634;P14621,Cytoplasm|Nucleus,,0.666899979,0.582799971,0.201399997,0.248400003,0.528199971,0.036699999,0.0241,0.065899998,0.0284,0.354099989
ENSG00000170734;Q9Y253,Nucleus,Nuclear localization signal,0.306499988,0.9023,0.029300001,0.038600001,0.36680001,0.0034,0.057799999,0.048799999,0.112499997,0.0231
ENSG00000170786;Q8N3Y7,Endoplasmic reticulum,,0.273400009,0.177499995,0.022399999,0.225700006,0.370700002,0.0125,0.795899987,0.169300005,0.349400014,0.0392
ENSG00000170832;Q8NFA0,Cytoplasm,Nuclear localization signal|Nuclear export signal,0.656300008,0.459100008,0.025800001,0.35620001,0.150099993,0.0039,0.423500001,0.287900001,0.421200007,0.0119
ENSG00000170835;P19835,Extracellular,Signal peptide,0.147300005,0.049800001,0.906700015,0.190899998,0.088399999,0.156900004,0.310099989,0.378600001,0.217800006,0.0076
ENSG00000170881;Q8WU17,Endoplasmic reticulum,Signal peptide|Transmembrane domain,0.088799998,0.265399992,0.0125,0.077600002,0.136399999,0.054499999,0.849900007,0.409299999,0.51730001,0.099100001
ENSG00000170890;P04054,Extracellular,Signal peptide,0.109800003,0.055399999,0.898999989,0.131200001,0.064300001,0.0144,0.103500001,0.336499989,0.0647,0.0064
ENSG00000170899;O15217,Cytoplasm,Peroxisomal targeting signal,0.750999987,0.356599987,0.093099996,0.1954,0.237000003,0.064499997,0.107100002,0.254500002,0.425399989,0.297600001
ENSG00000170906;O95167,Mitochondrion,Mitochondrial transit peptide,0.141599998,0.048599999,0.039000001,0.105899997,0.945299983,0.190300003,0.328700006,0.134599999,0.153899997,0.229699999
ENSG00000170950;P07205,Cytoplasm,,0.782999992,0.144600004,0.089900002,0.371100008,0.594200015,0.0244,0.107900001,0.091399997,0.125300005,0.0361
ENSG00000170961;Q92819,Endoplasmic reticulum|Golgi apparatus,Signal peptide|Transmembrane domain,0.137099996,0.074100003,0.1228,0.46360001,0.129800007,0.0147,0.781599998,0.426999986,0.872399986,0.0098
ENSG00000171004;Q96MM7,Endoplasmic reticulum|Golgi apparatus,Signal peptide|Transmembrane domain,0.173899993,0.158199996,0.261500001,0.1972,0.094800003,0.0085,0.639299989,0.280600011,0.921400011,0.0148
ENSG00000171097;Q16773,Cytoplasm,,0.846499979,0.169100001,0.052700002,0.1206,0.468800008,0.049699999,0.221100003,0.201700002,0.1184,0.205200002
ENSG00000171100;Q13496,Cytoplasm|Lysosome/Vacuole,Nuclear export signal,0.657299995,0.351799995,0.0801,0.338,0.070699997,0.0019,0.193399996,0.61680001,0.3028,0.0051
ENSG00000171124;P21217,Golgi apparatus,Signal peptide|Transmembrane domain,0.224000007,0.1373,0.575299978,0.352600008,0.085299999,0.0014,0.387699991,0.189600006,0.811699986,0.0067
ENSG00000171155;Q96EU7,Golgi apparatus,Signal peptide|Transmembrane domain,0.144899994,0.128900006,0.37439999,0.253100008,0.1285,0.0146,0.397700012,0.259900004,0.809000015,0.0043
ENSG00000171174;Q9H477,Cytoplasm,Peroxisomal targeting signal,0.842499971,0.350300014,0.065399997,0.084700003,0.337900013,0.193100005,0.119400002,0.1884,0.101899996,0.431899995
ENSG00000171234;P16662,Endoplasmic reticulum,Signal peptide|Transmembrane domain,0.146899998,0.062899999,0.066299997,0.301800013,0.058899999,0.0097,0.888999999,0.213,0.399699986,0.090899996
ENSG00000171298;P10253,Golgi apparatus,Signal peptide,0.261400014,0.158099994,0.622699976,0.317299992,0.1417,0.0028,0.446200013,0.494100004,0.768299997,0.033599999
ENSG00000171302;Q8WVQ1,Golgi apparatus,Signal peptide|Transmembrane domain,0.202999994,0.197400004,0.130799994,0.25999999,0.116700001,0.0083,0.603699982,0.261599988,0.865100026,0.0175
ENSG00000171307;Q969W1,Endoplasmic reticulum|Golgi apparatus,Transmembrane domain,0.165999994,0.153899997,0.034000002,0.279799998,0.234899998,0.018999999,0.690199971,0.417499989,0.869899988,0.043299999
ENSG00000171310;Q9NPF2,Golgi apparatus,Signal peptide|Transmembrane domain,0.154599994,0.145699993,0.236300007,0.315600008,0.135100007,0.0092,0.548799992,0.264499992,0.863799989,0.032299999
ENSG00000171314;P18669,Cytoplasm,Peroxisomal targeting signal,0.713199973,0.266799986,0.022600001,0.323000014,0.535000026,0.049600001,0.416999996,0.053800002,0.051399998,0.291200012
ENSG00000171320;Q56NI9,Nucleus,Nuclear localization signal,0.307300001,0.952700019,0.067699999,0.0242,0.140300006,0.0033,0.0495,0.021,0.031800002,0.0078
ENSG00000171408;Q9NP56,Cytoplasm,Nuclear export signal,0.653299987,0.326099992,0.0458,0.50880003,0.296099991,0.0019,0.40200001,0.378399998,0.324900001,0.0117
ENSG00000171428;P18440,Cytoplasm|Nucleus,Nuclear localization signal,0.749100029,0.678200006,0.041499998,0.079999998,0.177000001,0.0164,0.186700001,0.087200001,0.286300004,0.07
ENSG00000171453;O15160,Cytoplasm|Nucleus,,0.475100011,0.571799994,0.038699999,0.139699996,0.247999996,0.0057,0.293599993,0.222800002,0.0748,0.0014
ENSG00000171497;Q08752,Cytoplasm,Nuclear localization signal,0.828700006,0.49149999,0.0091,0.27700001,0.187700003,0.016100001,0.417499989,0.0572,0.235499993,0.0638
ENSG00000171503;Q16134,Mitochondrion,Mitochondrial transit peptide,0.213,0.171299994,0.0288,0.094800003,0.87650001,0.040100001,0.113499999,0.042300001,0.116599999,0.023600001
ENSG00000171560;P02671,Extracellular,Signal peptide,0.131999999,0.127000004,0.852599978,0.109099999,0.092200004,0.011,0.324499995,0.373699993,0.298400015,0.003
ENSG00000171608;O00329,Cytoplasm|Lysosome/Vacuole,Nuclear export signal,0.708000004,0.335399985,0.082999997,0.45539999,0.1228,0.0005,0.191200003,0.630100012,0.305299997,0.0035
ENSG00000171720;O15379,Cytoplasm|Nucleus,Nuclear export signal,0.664699972,0.706099987,0.0096,0.036400001,0.127200007,0.007,0.079499997,0.187999994,0.1087,0.0273
ENSG00000171723;Q9NQX3,Cytoplasm,Nuclear export signal,0.744300008,0.340799987,0.035700001,0.471100003,0.33129999,0.0018,0.38319999,0.310699999,0.290899992,0.041499998
ENSG00000171759;P00439,Cytoplasm,,0.730000019,0.285699993,0.0133,0.134599999,0.496699989,0.0211,0.224700004,0.1171,0.1184,0.038199998
ENSG00000171766;P50440,Mitochondrion,Mitochondrial transit peptide,0.2509,0.1065,0.035999998,0.113499999,0.901199996,0.1426,0.037599999,0.057500001,0.110299997,0.0195
ENSG00000171793;P17812,Cytoplasm,Nuclear export signal,0.723100007,0.398000002,0.0117,0.230399996,0.287,0.0045,0.152899995,0.207900003,0.190899998,0.0337
ENSG00000171806;O95568,Cytoplasm|Nucleus,Nuclear localization signal,0.490399987,0.751600027,0.0471,0.034899998,0.273999989,0.0016,0.097800002,0.046799999,0.162400007,0.0014
ENSG00000171848;P31350,Cytoplasm,Nuclear export signal,0.684800029,0.435499996,0.026699999,0.214599997,0.125699997,0.0149,0.121200003,0.182300001,0.110200003,0.0221
ENSG00000171861;Q9HC36,Mitochondrion,Mitochondrial transit peptide,0.170100003,0.151700005,0.103100002,0.105999999,0.940699995,0.056299999,0.095299996,0.062100001,0.103200004,0.044799998
ENSG00000171862;P60484,Cytoplasm,Nuclear localization signal,0.595700026,0.375200003,0.145199999,0.301600009,0.2148,0.0021,0.43900001,0.181400001,0.437999994,0.078000002
ENSG00000171885;P55087,Cell membrane,Transmembrane domain,0.185200006,0.160500005,0.027799999,0.840699971,0.124899998,0.0029,0.225600004,0.377999991,0.361600012,0.013
ENSG00000171903;Q9HBI6,Endoplasmic reticulum,Signal peptide|Transmembrane domain,0.301299989,0.112599999,0.169599995,0.161699995,0.234799996,0.0003,0.889100015,0.192900002,0.326299995,0.045000002
ENSG00000171954;Q6NT55,Endoplasmic reticulum,Signal peptide|Transmembrane domain,0.262899995,0.143600002,0.181400001,0.204899997,0.25060001,0.0019,0.842999995,0.095100001,0.276499987,0.029200001
ENSG00000171960;O43447,Cytoplasm,Nuclear localization signal,0.561800003,0.450899988,0.140200004,0.239199996,0.340000004,0.061999999,0.280800015,0.245399997,0.064400002,0.022600001
ENSG00000171989;Q9BYZ2,Mitochondrion,Mitochondrial transit peptide,0.368200004,0.221000001,0.059,0.121799998,0.831799984,0.050700001,0.126499996,0.053800002,0.135900006,0.225500003
ENSG00000172009;P52888,Cytoplasm,,0.703000009,0.400700003,0.203099996,0.249200001,0.440200001,0.0103,0.466100007,0.178599998,0.319999993,0.052700002
ENSG00000172046;O94966,Cytoplasm|Endoplasmic reticulum,Nuclear export signal,0.539600015,0.484800011,0.0535,0.255699992,0.275400013,0.0109,0.680000007,0.4102,0.341800004,0.0995
ENSG00000172053;P47897,Cytoplasm|Nucleus,Nuclear localization signal,0.720700026,0.535300016,0.071699999,0.048099998,0.124499999,0.0177,0.082800001,0.044500001,0.154400006,0.0061
ENSG00000172113;O75414,Cytoplasm,Peroxisomal targeting signal,0.716700017,0.418799996,0.0372,0.105800003,0.584800005,0.0106,0.139300004,0.198599994,0.2597,0.36649999
ENSG00000172197;Q6ZNC8,Endoplasmic reticulum,Signal peptide|Transmembrane domain,0.163000003,0.114200003,0.0231,0.50849998,0.138500005,0.0134,0.879599988,0.0623,0.108499996,0.0491
ENSG00000172236;Q15661,Extracellular,Signal peptide,0.239999995,0.092500001,0.929400027,0.195099995,0.112899996,0.0031,0.327300012,0.377000004,0.195600003,0.033100002
ENSG00000172264;A1Z1Q3,Cytoplasm|Nucleus,Nuclear localization signal|Nuclear export signal,0.708899975,0.702400029,0.093199998,0.157499999,0.221499994,0.0029,0.078400001,0.0889,0.136899993,0.026699999
ENSG00000172269;Q9H3H5,Endoplasmic reticulum|Lysosome/Vacuole,Transmembrane domain,0.0845,0.076700002,0.033599999,0.475600004,0.200800002,0.0107,0.744300008,0.659399986,0.449699998,0.013
ENSG00000172288;Q9Y6F8,Nucleus,Peroxisomal targeting signal,0.423900008,0.613200009,0.028200001,0.134599999,0.1131,0.029100001,0.045000002,0.087700002,0.077799998,0.1241
ENSG00000172292;Q6ZMG9,Endoplasmic reticulum,Signal peptide|Transmembrane domain,0.114699997,0.085900001,0.0134,0.519599974,0.129999995,0.0042,0.869700015,0.084700003,0.215100005,0.024
ENSG00000172296;Q9NUV7,Endoplasmic reticulum,Signal peptide,0.289200008,0.226199999,0.0317,0.138799995,0.154200003,0.042399999,0.902899981,0.103600003,0.528199971,0.037
ENSG00000172318;Q9Y5Z6,Golgi apparatus,Signal peptide|Transmembrane domain,0.112199999,0.092399999,0.482600003,0.176499993,0.125400007,0.0072,0.389699996,0.130799994,0.873899996,0.0088
ENSG00000172331;P07738,Cytoplasm,Peroxisomal targeting signal,0.7755,0.359200001,0.0101,0.115900002,0.504599988,0.016799999,0.282900006,0.096199997,0.095200002,0.231099993
ENSG00000172339;Q96F25,Endoplasmic reticulum,Signal peptide|Transmembrane domain,0.199499995,0.0902,0.299499989,0.313600004,0.136600003,0.040800001,0.897899985,0.072099999,0.158500001,0.0037
ENSG00000172340;Q96I99,Mitochondrion,Mitochondrial transit peptide,0.170100003,0.096299998,0.044100001,0.123899996,0.954599977,0.018100001,0.047200002,0.0557,0.100900002,0.0548
ENSG00000172345;Q9NSY2,Cytoplasm|Nucleus,Nuclear localization signal|Nuclear export signal,0.602500021,0.572000027,0.0142,0.257499993,0.279900014,0.039500002,0.48120001,0.216100007,0.193599999,0.002
ENSG00000172456;Q96C11,Cytoplasm,Nuclear export signal,0.698400021,0.513400018,0.018100001,0.144999996,0.225700006,0.023499999,0.237900004,0.095200002,0.208399996,0.0251
ENSG00000172461;Q9Y231,Golgi apparatus,Signal peptide|Transmembrane domain,0.189899996,0.146599993,0.453799993,0.2588,0.070799999,0.0057,0.468600005,0.159700006,0.835699975,0.0119
ENSG00000172482;P21549,Peroxisome,Peroxisomal targeting signal,0.387300014,0.332300007,0.063299999,0.249599993,0.333000004,0.0017,0.144600004,0.0704,0.0125,0.943700016
ENSG00000172497;Q8WYK0,Cytoplasm,Nuclear export signal,0.757099986,0.459199995,0.0197,0.0955,0.138799995,0.0255,0.422600001,0.231999993,0.218700007,0.003
ENSG00000172508;A5YM72,Cytoplasm,,0.801299989,0.403800011,0.162,0.050099999,0.136399999,0.0027,0.263099998,0.138600007,0.159299999,0.027899999
ENSG00000172531;P62136,Cytoplasm|Nucleus,Nuclear localization signal,0.74059999,0.682600021,0.048799999,0.266299993,0.220200002,0.039000001,0.103200004,0.050099999,0.104599997,0.091300003
ENSG00000172543;P56202,Extracellular|Lysosome/Vacuole,Signal peptide,0.190099999,0.138400003,0.764299989,0.305700004,0.116499998,0.0039,0.392100006,0.569700003,0.366400003,0.0111
ENSG00000172572;Q14432,Endoplasmic reticulum,Signal peptide|Transmembrane domain,0.238800004,0.254999995,0.0548,0.388500005,0.194000006,0.0029,0.70599997,0.376899987,0.639500022,0.041499998
ENSG00000172613;Q99638,Nucleus,Nuclear export signal,0.343600005,0.791299999,0.0037,0.107600003,0.259000003,1.00E-04,0.056000002,0.086199999,0.042399999,0.0056
ENSG00000172728;Q6P4F1,Golgi apparatus,Signal peptide|Transmembrane domain,0.149900004,0.144099995,0.469900012,0.191799998,0.080600001,0.0098,0.388700008,0.195600003,0.942300022,0.018999999
ENSG00000172817;O75881,Endoplasmic reticulum,Signal peptide|Transmembrane domain,0.256300002,0.097999997,0.210500002,0.196199998,0.194800004,0.0039,0.888199985,0.127800003,0.284500003,0.0041
ENSG00000172828;Q6UWW8,Endoplasmic reticulum,Signal peptide,0.245800003,0.100400001,0.354600012,0.2447,0.095399998,0.0111,0.790099978,0.260899991,0.338200003,0.0977
ENSG00000172831;O00748,Endoplasmic reticulum,Signal peptide,0.226500005,0.1294,0.402799994,0.253800005,0.120499998,0.0034,0.797599971,0.300700009,0.26730001,0.078400001
ENSG00000172840;Q9P2J9,Mitochondrion,Mitochondrial transit peptide,0.191799998,0.095899999,0.0403,0.134299994,0.916400015,0.077200003,0.082699999,0.100299999,0.1875,0.075900003
ENSG00000172890;Q6IA69,Cytoplasm|Nucleus,Nuclear export signal,0.823000014,0.578599989,0.0043,0.129800007,0.0579,0.0012,0.229499996,0.067699999,0.089199997,0.0064
ENSG00000172893;Q9UBM7,Endoplasmic reticulum,Signal peptide|Transmembrane domain,0.121399999,0.189799994,0.0087,0.127800003,0.060699999,0.064199999,0.905600011,0.282900006,0.497299999,0.0048
ENSG00000172940;Q9Y226,Cell membrane,Transmembrane domain,0.158299997,0.073899999,0.029100001,0.825100005,0.140699998,0.0014,0.309199989,0.364600003,0.244000003,0.186100006
ENSG00000172954;Q6UWP7,Endoplasmic reticulum,Signal peptide|Transmembrane domain,0.158899993,0.222800002,0.015699999,0.069499999,0.131999999,0.0127,0.908399999,0.272899985,0.471300006,0.0144
ENSG00000172955;P28332,Cytoplasm,,0.627099991,0.1523,0.186900005,0.284799993,0.437900007,0.029100001,0.132799998,0.147300005,0.140499994,0.0272
ENSG00000172977;Q92993,Nucleus,Nuclear localization signal,0.342299998,0.922800004,0.021400001,0.041499998,0.122299999,0.001,0.114699997,0.0744,0.035999998,0.0061
ENSG00000172985;Q8TEJ3,Cytoplasm,Nuclear export signal,0.685599983,0.38350001,0.023700001,0.337399989,0.0911,0.0033,0.148800001,0.265500009,0.34889999,0.0032
ENSG00000172987;Q8WWQ2,Extracellular,Signal peptide,0.195800006,0.137400001,0.771799982,0.429899991,0.044500001,0.0073,0.304899991,0.281699985,0.149800003,0.023800001
ENSG00000173020;P25098,Cytoplasm,Nuclear export signal,0.691100001,0.432500005,0.105499998,0.483399987,0.124899998,0.0039,0.166700006,0.308200002,0.267100006,0.0054
ENSG00000173083;Q9Y251,Extracellular,Signal peptide,0.196799994,0.152400002,0.634599984,0.417199999,0.048700001,0.0051,0.426800013,0.279399991,0.224099994,0.0211
ENSG00000173085;Q96H96,Mitochondrion,Mitochondrial transit peptide,0.108999997,0.127900004,0.029899999,0.149599999,0.913800001,0.0059,0.236399993,0.158899993,0.35800001,0.048099998
ENSG00000173175;O95622,Cell membrane,Signal peptide|Transmembrane domain,0.158899993,0.138999999,0.0229,0.771899998,0.047200002,0.0026,0.357899994,0.481400013,0.642099977,0.0146
ENSG00000173193;Q460N5,Cytoplasm,,0.629800022,0.457199991,0.312099993,0.292600006,0.375499994,0.0115,0.074600004,0.282900006,0.177399993,0.0348
ENSG00000173200;Q460N3,Cytoplasm,,0.666000009,0.47389999,0.377099991,0.235200003,0.180299997,0.0131,0.0656,0.287200004,0.213100001,0.035100002
ENSG00000173208;Q9UBJ2,Peroxisome,Peroxisomal targeting signal,0.116599999,0.143000007,0.071400002,0.078000002,0.6074,0.0348,0.44780001,0.279799998,0.1963,0.788100004
ENSG00000173221;P35754,Cytoplasm,,0.7227,0.384000003,0.0285,0.106700003,0.474599987,0.0025,0.278600007,0.086499996,0.0614,0.110399999
ENSG00000173262;Q8TDB8,Cell membrane,Transmembrane domain,0.145500004,0.076499999,0.0218,0.903299987,0.1017,0.0044,0.187000006,0.488799989,0.299100012,0.022399999
ENSG00000173273;O95271,Cytoplasm|Nucleus,Nuclear localization signal|Nuclear export signal,0.626100004,0.61680001,0.022500001,0.232099995,0.155599996,0.005,0.123300001,0.241699994,0.297800004,0.0033
ENSG00000173281;Q86XI6,Cytoplasm,Nuclear export signal,0.682399988,0.413500011,0.138699993,0.33129999,0.087300003,0.0004,0.301600009,0.1175,0.159099996,0.0288
ENSG00000173418;P61599,Cytoplasm,,0.552200019,0.431499988,0.040899999,0.074699998,0.274800003,0.037300002,0.400099993,0.098700002,0.162400007,0.032400001
ENSG00000173486;P26885,Endoplasmic reticulum,Signal peptide,0.115500003,0.108900003,0.62470001,0.160999998,0.206699997,0.157800004,0.672299981,0.343800008,0.159999996,0.120800003
ENSG00000173540;Q9Y5P6,Cytoplasm,Nuclear localization signal|Nuclear export signal,0.777800024,0.522400022,0.053300001,0.076300003,0.261700004,0.0073,0.229900002,0.034400001,0.085299999,0.038400002
ENSG00000173597;O43704,Cytoplasm,,0.816299975,0.209800005,0.064000003,0.183300003,0.353700012,0.0458,0.206599995,0.1294,0.0814,0.0058
ENSG00000173598;Q9NZJ9,Cytoplasm,Peroxisomal targeting signal,0.677999973,0.463800013,0.0263,0.148300007,0.2676,0.072099999,0.189300001,0.055500001,0.067699999,0.418799996
ENSG00000173599;P11498,Mitochondrion,Mitochondrial transit peptide,0.190799996,0.131899998,0.058699999,0.092399999,0.94630003,0.035100002,0.070100002,0.062399998,0.056899998,0.036499999
ENSG00000173610;P0DTE4,Endoplasmic reticulum,Signal peptide|Transmembrane domain,0.155599996,0.082099997,0.0678,0.278200001,0.067299999,0.0084,0.85650003,0.226099998,0.365799993,0.087399997
ENSG00000173614;Q9HAN9,Nucleus,Nuclear localization signal,0.187299997,0.791899979,0.197899997,0.066600002,0.3213,0.0024,0.066299997,0.0188,0.052499998,0.0077
ENSG00000173627;Q8WW27,Cytoplasm|Nucleus,Nuclear localization signal,0.686100006,0.709100008,0.202600002,0.048900001,0.104599997,0.022399999,0.179399997,0.071599998,0.296299994,0.0255
ENSG00000173638;P41440,Cell membrane,Transmembrane domain,0.148300007,0.137999997,0.062700003,0.668200016,0.123300001,0.0008,0.378199995,0.32100001,0.465499997,0.006
ENSG00000173660;P07919,Mitochondrion,Peroxisomal targeting signal,0.331400007,0.236100003,0.137199998,0.097000003,0.705299973,0.020500001,0.144600004,0.2183,0.239999995,0.294499993
ENSG00000173786;P09543,Mitochondrion,Mitochondrial transit peptide,0.351099998,0.350600004,0.095200002,0.075800002,0.749000013,0.0858,0.0858,0.048999999,0.0898,0.033300001
ENSG00000173838;Q8NA82,Cytoplasm|Nucleus,Nuclear export signal,0.633000016,0.635800004,0.0062,0.072700001,0.064199999,0.0032,0.362399995,0.275999993,0.305999994,0.114100002
ENSG00000173868;Q8TCT1,Cytoplasm,,0.568700016,0.407400012,0.287099987,0.202199996,0.510699987,0.0473,0.123800002,0.203299999,0.288500011,0.058899999
ENSG00000173915;Q96IX5,Mitochondrion,Mitochondrial transit peptide,0.108199999,0.180299997,0.0735,0.101199999,0.851999998,0.063100003,0.286799997,0.1285,0.068800002,0.106700003
ENSG00000173926;Q86UD3,Lysosome/Vacuole|Golgi apparatus,Signal peptide|Transmembrane domain,0.272199988,0.126100004,0.028999999,0.50880003,0.147799999,0.0035,0.571099997,0.640900016,0.788699985,0.0308
ENSG00000174080;Q9UBX1,Extracellular,Signal peptide,0.138699993,0.144600004,0.871399999,0.183500007,0.119900003,0.0121,0.247500002,0.443300009,0.407099992,0.0105
ENSG00000174156;Q16772,Cytoplasm,Peroxisomal targeting signal,0.762700021,0.296799988,0.106600001,0.227899998,0.235100001,0.0429,0.086800002,0.191100001,0.265300006,0.249200001
ENSG00000174165;Q6UX98,Endoplasmic reticulum|Lysosome/Vacuole|Golgi apparatus,Signal peptide|Transmembrane domain,0.225899994,0.142800003,0.061999999,0.370499998,0.317900002,0.003,0.775200009,0.624000013,0.838,0.0112
ENSG00000174173;Q7L0Y3,Mitochondrion,Mitochondrial transit peptide,0.185900003,0.174799994,0.051399998,0.115500003,0.942200005,0.041499998,0.0372,0.036800001,0.086099997,0.0185
