# Date: 2018-08-21
# Curated Ensembl Gene IDs based extensive pseudogene check
# Some outdated IDs were also remvoed or replaced
ORIGINAL_ENSEMBL	ORIGINAL_ENTREZ	ORIGINAL_NAME	UPDATED_ENSEMBL_IDS	FINAL_ENSEMBL_IDS	NOTES
ENSG00000168970	8681	JMJD7-PLA2G4B	ENSG00000168970	ENSG00000168970	
ENSG00000169020	521	ATP5I	ENSG00000169020	ENSG00000169020	
ENSG00000169021	7386	UQCRFS1	ENSG00000169021	ENSG00000169021	
ENSG00000169032	5604	MAP2K1	ENSG00000169032	ENSG00000169032	
ENSG00000169071	4920	ROR2	ENSG00000169071	ENSG00000169071	
ENSG00000169100	293	SLC25A6	ENSG00000169100	ENSG00000169100	
ENSG00000169105	113189	CHST14	ENSG00000169105	ENSG00000169105	
ENSG00000169118	53944	CSNK1G1	ENSG00000169118	ENSG00000169118	
ENSG00000169154	137362	GOT1L1	ENSG00000169154	ENSG00000169154	
ENSG00000169169	126129	CPT1C	ENSG00000169169	ENSG00000169169	
ENSG00000169180	23214	XPO6	ENSG00000169180	ENSG00000169180	
ENSG00000169239	11238	CA5B	ENSG00000169239	ENSG00000169239	
ENSG00000169255	8706	B3GALNT1	ENSG00000169255	ENSG00000169255	
ENSG00000169299	55276	PGM2	ENSG00000169299	ENSG00000169299	
ENSG00000169302	202374	STK32A	ENSG00000169302	ENSG00000169302	
ENSG00000169359	9197	SLC33A1	ENSG00000169359	ENSG00000169359	
ENSG00000169375	25942	SIN3A	ENSG00000169375	ENSG00000169375	
ENSG00000169398	5747	PTK2	ENSG00000169398	ENSG00000169398	
ENSG00000169410	5780	PTPN9	ENSG00000169410	ENSG00000169410	
ENSG00000169418	4881	NPR1	ENSG00000169418	ENSG00000169418	
ENSG00000169519	196074	METTL15	ENSG00000169519	ENSG00000169519	
ENSG00000169660	284004	HEXDC	ENSG00000169660	ENSG00000169660	
ENSG00000169679	699	BUB1	ENSG00000169679	ENSG00000169679	
ENSG00000169692	10555	AGPAT2	ENSG00000169692	ENSG00000169692	
ENSG00000169710	2194	FASN	ENSG00000169710	ENSG00000169710	
ENSG00000169738	51181	DCXR	ENSG00000169738	ENSG00000169738	
ENSG00000169764	7360	UGP2	ENSG00000169764	ENSG00000169764	
ENSG00000169814	686	BTD	ENSG00000169814	ENSG00000169814	
ENSG00000169826	55454	CSGALNACT2	ENSG00000169826	ENSG00000169826	
ENSG00000169902	8460	TPST1	ENSG00000169902	ENSG00000169902	
ENSG00000169919	2990	GUSB	ENSG00000169919	ENSG00000169919	
ENSG00000169967	10746	MAP3K2	ENSG00000169967	ENSG00000169967	
ENSG00000170004	1107	CHD3	ENSG00000170004	ENSG00000170004	
ENSG00000170035	10477	UBE2E3	ENSG00000170035	ENSG00000170035	
ENSG00000170142	7324	UBE2E1	ENSG00000170142	ENSG00000170142	
ENSG00000170145	23235	SIK2	ENSG00000170145	ENSG00000170145	
ENSG00000170185	84640	USP38	ENSG00000170185	ENSG00000170185	
ENSG00000170190	9121	SLC16A5	ENSG00000170190	ENSG00000170190	
ENSG00000170191	140838	NANP	ENSG00000170191	ENSG00000170191	
ENSG00000170222	56985	ADPRM	ENSG00000170222	ENSG00000170222	
ENSG00000170231	2172	FABP6	ENSG00000170231	ENSG00000170231	
ENSG00000170242	55031	USP47	ENSG00000170242	ENSG00000170242	
ENSG00000170266	2720	GLB1	ENSG00000170266	ENSG00000170266	
ENSG00000170271	10826	FAXDC2	ENSG00000170271	ENSG00000170271	
ENSG00000170312	983	CDK1	ENSG00000170312	ENSG00000170312	
ENSG00000170323	2167	FABP4	ENSG00000170323	ENSG00000170323	
ENSG00000170324	143162	FRMPD2	ENSG00000170324	ENSG00000170324	
ENSG00000170340	10678	B3GNT2	ENSG00000170340	ENSG00000170340	
ENSG00000170364	6419	SETMAR	ENSG00000170364	ENSG00000170364	
ENSG00000170385	7779	SLC30A1	ENSG00000170385	ENSG00000170385	
ENSG00000170390	166614	DCLK2	ENSG00000170390	ENSG00000170390	
ENSG00000170426	121214	SDR9C7	ENSG00000170426	ENSG00000170426	
ENSG00000170430	4255	MGMT	ENSG00000170430	ENSG00000170430	
ENSG00000170439	196410	METTL7B	ENSG00000170439	ENSG00000170439	
ENSG00000170445	3035	HARS	ENSG00000170445	ENSG00000170445	
ENSG00000170482	9963	SLC23A1	ENSG00000170482	ENSG00000170482	
ENSG00000170485	4862	NPAS2	ENSG00000170485	ENSG00000170485	
ENSG00000170502	53343	NUDT9	ENSG00000170502	ENSG00000170502	
ENSG00000170516	170712	COX7B2	ENSG00000170516	ENSG00000170516	
ENSG00000170522	79071	ELOVL6	ENSG00000170522	ENSG00000170522	
ENSG00000170525	5209	PFKFB3	ENSG00000170525	ENSG00000170525	
ENSG00000170634	98	ACYP2	ENSG00000170634	ENSG00000170634	
ENSG00000170734	5429	POLH	ENSG00000170734	ENSG00000170734	
ENSG00000170786	195814	SDR16C5	ENSG00000170786	ENSG00000170786	
ENSG00000170832	84669	USP32	ENSG00000170832	ENSG00000170832	
ENSG00000170835	1056	CEL	ENSG00000170835	ENSG00000170835	
ENSG00000170836	8493	PPM1D	ENSG00000170836	ENSG00000170836	
ENSG00000170881	11236	RNF139	ENSG00000170881	ENSG00000170881	
ENSG00000170890	5319	PLA2G1B	ENSG00000170890	ENSG00000170890	
ENSG00000170899	2941	GSTA4	ENSG00000170899	ENSG00000170899	
ENSG00000170906	4696	NDUFA3	ENSG00000170906	ENSG00000170906	
ENSG00000170950	5232	PGK2	ENSG00000170950	ENSG00000170950	
ENSG00000170961	3037	HAS2	ENSG00000170961	ENSG00000170961	
ENSG00000171004	90161	HS6ST2	ENSG00000171004	ENSG00000171004	
ENSG00000171094	238	ALK	ENSG00000171094	ENSG00000171094	
ENSG00000171097	883	CCBL1	ENSG00000171097	ENSG00000171097	
ENSG00000171100	4534	MTM1	ENSG00000171100	ENSG00000171100	
ENSG00000171105	3643	INSR	ENSG00000171105	ENSG00000171105	
ENSG00000171124	2525	FUT3	ENSG00000171124	ENSG00000171124	
ENSG00000171130	155066	ATP6V0E2	ENSG00000171130	ENSG00000171130	
ENSG00000171132	5581	PRKCE	ENSG00000171132	ENSG00000171132	
ENSG00000171155	29071	C1GALT1C1	ENSG00000171155	ENSG00000171155	
ENSG00000171174	64080	RBKS	ENSG00000171174	ENSG00000171174	
ENSG00000171219	55561	CDC42BPG	ENSG00000171219	ENSG00000171219	
ENSG00000171234	7364	UGT2B7	ENSG00000171234	ENSG00000171234	
ENSG00000171298	2548	GAA	ENSG00000171298	ENSG00000171298	
ENSG00000171302	124583	CANT1	ENSG00000171302	ENSG00000171302	
ENSG00000171307	84287	ZDHHC16	ENSG00000171307	ENSG00000171307	
ENSG00000171310	50515	CHST11	ENSG00000171310	ENSG00000171310	
ENSG00000171314	5223	PGAM1	ENSG00000171314	ENSG00000171314	
ENSG00000171316	55636	CHD7	ENSG00000171316	ENSG00000171316	
ENSG00000171320	157570	ESCO2	ENSG00000171320	ENSG00000171320	
ENSG00000171408	27115	PDE7B	ENSG00000171408	ENSG00000171408	
ENSG00000171428	9	NAT1	ENSG00000171428	ENSG00000171428	
ENSG00000171453	9533	POLR1C	ENSG00000171453	ENSG00000171453	
ENSG00000171497	5481	PPID	ENSG00000171497	ENSG00000171497	
ENSG00000171503	2110	ETFDH	ENSG00000171503	ENSG00000171503	
ENSG00000171608	5293	PIK3CD	ENSG00000171608	ENSG00000171608	
ENSG00000171720	8841	HDAC3	ENSG00000171720	ENSG00000171720	
ENSG00000171723	10243	GPHN	ENSG00000171723	ENSG00000171723	
ENSG00000171759	5053	PAH	ENSG00000171759	ENSG00000171759	
ENSG00000171766	2628	GATM	ENSG00000171766	ENSG00000171766	
ENSG00000171793	1503	CTPS1	ENSG00000171793	ENSG00000171793	
ENSG00000171806	92342	METTL18	ENSG00000171806	ENSG00000171806	
ENSG00000171848	6241	RRM2	ENSG00000171848	ENSG00000171848	
ENSG00000171861	55178	RNMTL1	ENSG00000171861	ENSG00000171861	
ENSG00000171862	5728	PTEN	ENSG00000171862	ENSG00000171862	
ENSG00000171885	361	AQP4	ENSG00000171885	ENSG00000171885	
ENSG00000171903	57834	CYP4F11	ENSG00000171903	ENSG00000171903	
ENSG00000171953	91647	ATPAF2	ENSG00000171953	ENSG00000171953	
ENSG00000171954	126410	CYP4F22	ENSG00000171954	ENSG00000171954	
ENSG00000171960	10465	PPIH	ENSG00000171960	ENSG00000171960	
ENSG00000171989	92483	LDHAL6B	ENSG00000171989	ENSG00000171989	
ENSG00000172009	7064	THOP1	ENSG00000172009	ENSG00000172009	
ENSG00000172016	5068	REG3A	ENSG00000172016	ENSG00000172016	
ENSG00000172046	10869	USP19	ENSG00000172046	ENSG00000172046	
ENSG00000172053	5859	QARS	ENSG00000172053	ENSG00000172053	
ENSG00000172071	9451	EIF2AK3	ENSG00000172071	ENSG00000172071	
ENSG00000172113	10201	NME6	ENSG00000172113	ENSG00000172113	
ENSG00000172197	154141	MBOAT1	ENSG00000172197	ENSG00000172197	
ENSG00000172236	7177	TPSAB1	ENSG00000172236	ENSG00000172236	
ENSG00000172264	140733	MACROD2	ENSG00000172264	ENSG00000172264	
ENSG00000172269	1798	DPAGT1	ENSG00000172269	ENSG00000172269	
ENSG00000172288	9085	CDY1	ENSG00000172288	ENSG00000172288	
ENSG00000172292	253782	CERS6	ENSG00000172292	ENSG00000172292	
ENSG00000172296	55304	SPTLC3	ENSG00000172296	ENSG00000172296	
ENSG00000172315	112858	TP53RK	ENSG00000172315	ENSG00000172315	
ENSG00000172318	8708	B3GALT1	ENSG00000172318	ENSG00000172318	
ENSG00000172331	669	BPGM	ENSG00000172331	ENSG00000172331	
ENSG00000172339	199857	ALG14	ENSG00000172339	ENSG00000172339	
ENSG00000172340	8801	SUCLG2	ENSG00000172340	ENSG00000172340	
ENSG00000172345	80765	STARD5	ENSG00000172345	ENSG00000172345	
ENSG00000172352	253175	CDY1B	ENSG00000172352	ENSG00000172352	
ENSG00000172456	55277	FGGY	ENSG00000172456	ENSG00000172456	
ENSG00000172461	10690	FUT9	ENSG00000172461	ENSG00000172461	
ENSG00000172482	189	AGXT	ENSG00000172482	ENSG00000172482	
ENSG00000172497	134526	ACOT12	ENSG00000172497	ENSG00000172497	
ENSG00000172508	57571	CARNS1	ENSG00000172508	ENSG00000172508	
ENSG00000172531	5499	PPP1CA	ENSG00000172531	ENSG00000172531	
ENSG00000172543	1521	CTSW	ENSG00000172543	ENSG00000172543	
ENSG00000172572	5139	PDE3A	ENSG00000172572	ENSG00000172572	
ENSG00000172613	5883	RAD9A	ENSG00000172613	ENSG00000172613	
ENSG00000172680	4342	MOS	ENSG00000172680	ENSG00000172680	
ENSG00000172728	84750	FUT10	ENSG00000172728	ENSG00000172728	
ENSG00000172782	283985	FADS6	ENSG00000172782	ENSG00000172782	
ENSG00000172817	9420	CYP7B1	ENSG00000172817	ENSG00000172817	
ENSG00000172828	23491	CES3	ENSG00000172828	ENSG00000172828	
ENSG00000172830	54961	SSH3	ENSG00000172830	ENSG00000172830	
ENSG00000172831	8824	CES2	ENSG00000172831	ENSG00000172831	
ENSG00000172840	57546	PDP2	ENSG00000172840	ENSG00000172840	
ENSG00000172890	55191	NADSYN1	ENSG00000172890	ENSG00000172890	
ENSG00000172893	1717	DHCR7	ENSG00000172893	ENSG00000172893	
ENSG00000172939	9943	OXSR1	ENSG00000172939	ENSG00000172939	
ENSG00000172954	253558	LCLAT1	ENSG00000172954	ENSG00000172954	
ENSG00000172955	130	ADH6	ENSG00000172955	ENSG00000172955	
ENSG00000172977	10524	KAT5	ENSG00000172977	ENSG00000172977	
ENSG00000172985	344558	SH3RF3	ENSG00000172985	ENSG00000172985	
ENSG00000172987	60495	HPSE2	ENSG00000172987	ENSG00000172987	
ENSG00000173020	156	ADRBK1	ENSG00000173020	ENSG00000173020	
ENSG00000173083	10855	HPSE	ENSG00000173083	ENSG00000173083	
ENSG00000173085	27235	COQ2	ENSG00000173085	ENSG00000173085	
ENSG00000173175	111	ADCY5	ENSG00000173175	ENSG00000173175	
ENSG00000173193	54625	PARP14	ENSG00000173193	ENSG00000173193	
ENSG00000173200	165631	PARP15	ENSG00000173200	ENSG00000173200	
ENSG00000173221	2745	GLRX	ENSG00000173221	ENSG00000173221	
ENSG00000173262	144195	SLC2A14	ENSG00000173262	ENSG00000173262	
ENSG00000173273	8658	TNKS	ENSG00000173273	ENSG00000173273	
ENSG00000173281	79660	PPP1R3B	ENSG00000173281	ENSG00000173281	
ENSG00000173327	4296	MAP3K11	ENSG00000173327	ENSG00000173327	
ENSG00000173418	51126	NAA20	ENSG00000173418	ENSG00000173418	
ENSG00000173482	5797	PTPRM	ENSG00000173482	ENSG00000173482	
ENSG00000173486	2286	FKBP2	ENSG00000173486	ENSG00000173486	
ENSG00000173517	79834	PEAK1	ENSG00000173517	ENSG00000173517	
ENSG00000173540	29925	GMPPB	ENSG00000173540	ENSG00000173540	
ENSG00000173575	1106	CHD2	ENSG00000173575	ENSG00000173575	
ENSG00000173597	27284	SULT1B1	ENSG00000173597	ENSG00000173597	
ENSG00000173598	11163	NUDT4	ENSG00000173598	ENSG00000173598	
ENSG00000173599	5091	PC	ENSG00000173599	ENSG00000173599	
ENSG00000173610	10941	UGT2A1	ENSG00000173610	ENSG00000173610	
ENSG00000173614	64802	NMNAT1	ENSG00000173614	ENSG00000173614	
ENSG00000173627	403314	APOBEC4	ENSG00000173627	ENSG00000173627	
ENSG00000173638	6573	SLC19A1	ENSG00000173638	ENSG00000173638	
ENSG00000173660	7388	UQCRH	ENSG00000173660	ENSG00000173660	
ENSG00000173786	1267	CNP	ENSG00000173786	ENSG00000173786	
ENSG00000173838	162333	MARCH10	ENSG00000173838	ENSG00000173838	
ENSG00000173846	1263	PLK3	ENSG00000173846	ENSG00000173846	
ENSG00000173868	162466	PHOSPHO1	ENSG00000173868	ENSG00000173868	
ENSG00000173926	115123	MARCH3	ENSG00000173926	ENSG00000173926	
ENSG00000174080	8722	CTSF	ENSG00000174080	ENSG00000174080	
ENSG00000174083	146850	PIK3R6	ENSG00000276231	ENSG00000276231	Updated Ensembl ID
ENSG00000174156	2940	GSTA3	ENSG00000174156	ENSG00000174156	
ENSG00000174165	254359	ZDHHC24	ENSG00000174165	ENSG00000174165	
ENSG00000174173	54931	TRMT10C	ENSG00000174173	ENSG00000174173	
ENSG00000174227	54872	PIGG	ENSG00000174227	ENSG00000174227	
ENSG00000174233	112	ADCY6	ENSG00000174233	ENSG00000174233	
ENSG00000174243	9416	DDX23	ENSG00000174243	ENSG00000174243	
ENSG00000174292	8711	TNK1	ENSG00000174292	ENSG00000174292	
ENSG00000174327	201232	SLC16A13	ENSG00000174327	ENSG00000174327	
ENSG00000174358	340024	SLC6A19	ENSG00000174358	ENSG00000174358	
ENSG00000174437	488	ATP2A2	ENSG00000174437	ENSG00000174437	
ENSG00000174448	147323	STARD6	ENSG00000174448	ENSG00000174448	
ENSG00000174473	442117	GALNTL6	ENSG00000174473	ENSG00000174473	
ENSG00000174502	115019	SLC26A9	ENSG00000174502	ENSG00000174502	
ENSG00000174607	7368	UGT8	ENSG00000174607	ENSG00000174607	
ENSG00000174640	6578	SLCO2A1	ENSG00000174640	ENSG00000174640	
ENSG00000174669	3177	SLC29A2	ENSG00000174669	ENSG00000174669	
ENSG00000174672	9024	BRSK2	ENSG00000174672	ENSG00000174672	
ENSG00000174684	11041	B3GNT1	ENSG00000174684	ENSG00000174684	
ENSG00000174876	277	AMY1B	ENSG00000174876	ENSG00000174876	
ENSG00000174886	126328	NDUFA11	ENSG00000174886	ENSG00000174886	
ENSG00000174912	100130758	METTL15P1	ENSG00000174912		METTL15P1 methyltransferase like 15 pseudogene 1. Should be deleted.
ENSG00000174915	81490	PTDSS2	ENSG00000174915	ENSG00000174915	
ENSG00000174951	2523	FUT1	ENSG00000174951	ENSG00000174951	
ENSG00000174953	170506	DHX36	ENSG00000174953	ENSG00000174953	
ENSG00000174990	763	CA5A	ENSG00000174990	ENSG00000174990	
ENSG00000175003	6580	SLC22A1	ENSG00000175003	ENSG00000175003	
ENSG00000175040	9435	CHST2	ENSG00000175040	ENSG00000175040	
ENSG00000175048	79683	ZDHHC14	ENSG00000175048	ENSG00000175048	
ENSG00000175054	545	ATR	ENSG00000175054	ENSG00000175054	
ENSG00000175063	11065	UBE2C	ENSG00000175063	ENSG00000175063	
ENSG00000175066	256356	GK5	ENSG00000175066	ENSG00000175066	
ENSG00000175164	28	ABO	ENSG00000175164	ENSG00000175164	
ENSG00000175175	22843	PPM1E	ENSG00000175175	ENSG00000175175	
ENSG00000175198	5095	PCCA	ENSG00000175198	ENSG00000175198	
ENSG00000175215	10106	CTDSP2	ENSG00000175215	ENSG00000175215	
ENSG00000175229	89792	GAL3ST3	ENSG00000175229	ENSG00000175229	
ENSG00000175264	8534	CHST1	ENSG00000175264	ENSG00000175264	
ENSG00000175283	22845	DOLK	ENSG00000175283	ENSG00000175283	
ENSG00000175309	85007	AGXT2L2	ENSG00000175309	ENSG00000175309	
ENSG00000175354	5771	PTPN2	ENSG00000175354	ENSG00000175354	
ENSG00000175445	4023	LPL	ENSG00000175445	ENSG00000175445	
ENSG00000175482	57804	POLD4	ENSG00000175482	ENSG00000175482	
ENSG00000175505	23529	CLCF1	ENSG00000175505	ENSG00000175505	
ENSG00000175535	5406	PNLIP	ENSG00000175535	ENSG00000175535	
ENSG00000175536	387787	LIPT2	ENSG00000175536	ENSG00000175536	
ENSG00000175548	144245	ALG10B	ENSG00000175548	ENSG00000175548	
ENSG00000175564	7352	UCP3	ENSG00000175564	ENSG00000175564	
ENSG00000175567	7351	UCP2	ENSG00000175567	ENSG00000175567	
ENSG00000175592	8061	FOSL1	ENSG00000175592	ENSG00000175592	
ENSG00000175634	6199	RPS6KB2	ENSG00000175634	ENSG00000175634	
ENSG00000175711	146712	B3GNTL1	ENSG00000175711	ENSG00000175711	
ENSG00000175806	4482	MSRA	ENSG00000175806	ENSG00000175806	
ENSG00000175809	158506	ZNF645	ENSG00000175809	ENSG00000175809	
ENSG00000175893	340481	ZDHHC21	ENSG00000175893	ENSG00000175893	
ENSG00000175931	63893	UBE2O	ENSG00000175931	ENSG00000175931	
ENSG00000176020	386724	AMIGO3	ENSG00000176020	ENSG00000176020	
ENSG00000176022	126792	B3GALT6	ENSG00000176022	ENSG00000176022	
ENSG00000176095	9807	IP6K1	ENSG00000176095	ENSG00000176095	
ENSG00000176105	7525	YES1	ENSG00000176105	ENSG00000176105	
ENSG00000176115	100132938	AQP7P4	ENSG00000176115		AQP7P4Êaquaporin 7 pseudogene 4. Should be removed.
ENSG00000176134		AL445665.1	ENSG00000176134		Annotated in Ensembl as pseudogene. Should be removed.
ENSG00000176153	2877	GPX2	ENSG00000176153	ENSG00000176153	
ENSG00000176170	8877	SPHK1	ENSG00000176170	ENSG00000176170	
ENSG00000176194	1149	CIDEA	ENSG00000176194	ENSG00000176194	
ENSG00000176340	1351	COX8A	ENSG00000176340	ENSG00000176340	
ENSG00000176383	79369	B3GNT4	ENSG00000176383	ENSG00000176383	
ENSG00000176387	3291	HSD11B2	ENSG00000176387	ENSG00000176387	
ENSG00000176393	6051	RNPEP	ENSG00000176393	ENSG00000176393	
ENSG00000176444	1196	CLK2	ENSG00000176444	ENSG00000176444	
ENSG00000176454	254531	LPCAT4	ENSG00000176454	ENSG00000176454	
ENSG00000176463	28232	SLCO3A1	ENSG00000176463	ENSG00000176463	
ENSG00000176485	11145	PLA2G16	ENSG00000176485	ENSG00000176485	
ENSG00000176597	84002	B3GNT5	ENSG00000176597	ENSG00000176597	
ENSG00000176641	220441	RNF152	ENSG00000176641	ENSG00000176641	
ENSG00000176715	197322	ACSF3	ENSG00000176715	ENSG00000176715	
ENSG00000176826	360132	FKBP9L	ENSG00000176826		FK506 binding protein 9 pseudogene 1
ENSG00000176890	7298	TYMS	ENSG00000176890	ENSG00000176890	
ENSG00000176920	2524	FUT2	ENSG00000176920	ENSG00000176920	
ENSG00000176928	51301	GCNT4	ENSG00000176928	ENSG00000176928	
ENSG00000176974	6470	SHMT1	ENSG00000176974	ENSG00000176974	
ENSG00000177000	4524	MTHFR	ENSG00000177000	ENSG00000177000	
ENSG00000177054	54503	ZDHHC13	ENSG00000177054	ENSG00000177054	
ENSG00000177076	340485	ACER2	ENSG00000177076	ENSG00000177076	
ENSG00000177084	5426	POLE	ENSG00000177084	ENSG00000177084	
ENSG00000177108	283576	ZDHHC22	ENSG00000177108	ENSG00000177108	
ENSG00000177156	6888	TALDO1	ENSG00000177156	ENSG00000177156	
ENSG00000177169	8408	ULK1	ENSG00000177169	ENSG00000177169	
ENSG00000177189	6197	RPS6KA3	ENSG00000177189	ENSG00000177189	
ENSG00000177191	374907	B3GNT8	ENSG00000177191	ENSG00000177191	
ENSG00000177192	80324	PUS1	ENSG00000177192	ENSG00000177192	
ENSG00000177200	80205	CHD9	ENSG00000177200	ENSG00000177200	
ENSG00000177239	11253	MAN1B1	ENSG00000177239	ENSG00000177239	
ENSG00000177414	148581	UBE2U	ENSG00000177414	ENSG00000177414	
ENSG00000177465	122970	ACOT4	ENSG00000177465	ENSG00000177465	
ENSG00000177542	79751	SLC25A22	ENSG00000177542	ENSG00000177542	
ENSG00000177565	79718	TBL1XR1	ENSG00000177565	ENSG00000177565	
ENSG00000177628	2629	GBA	ENSG00000177628	ENSG00000177628	
ENSG00000177646	28976	ACAD9	ENSG00000177646	ENSG00000177646	
ENSG00000177666	57104	PNPLA2	ENSG00000177666	ENSG00000177666	
ENSG00000177669	619373	MBOAT4	ENSG00000177669	ENSG00000177669	
ENSG00000177700	5441	POLR2L	ENSG00000177700	ENSG00000177700	
ENSG00000177889	7334	UBE2N	ENSG00000177889	ENSG00000177889	
ENSG00000178035	3615	IMPDH2	ENSG00000178035	ENSG00000178035	
ENSG00000178093	83983	TSSK6	ENSG00000178093	ENSG00000178093	
ENSG00000178105	1662	DDX10	ENSG00000178105	ENSG00000178105	
ENSG00000178127	4729	NDUFV2	ENSG00000178127	ENSG00000178127	
ENSG00000178234	63917	GALNT11	ENSG00000178234	ENSG00000178234	
ENSG00000178445	2731	GLDC	ENSG00000178445	ENSG00000178445	
ENSG00000178537	788	SLC25A20	ENSG00000178537	ENSG00000178537	
ENSG00000178538	767	CA8	ENSG00000178538	ENSG00000178538	
ENSG00000178568	2066	ERBB4	ENSG00000178568	ENSG00000178568	
ENSG00000178596	441893	GAPDHP29	ENSG00000178596		GAPDHP29Êglyceraldehyde 3 phosphate dehydrogenase pseudogene 29
ENSG00000178607	2081	ERN1	ENSG00000178607	ENSG00000178607	
ENSG00000178685	84875	PARP10	ENSG00000178685	ENSG00000178685	
ENSG00000178694	63899	NSUN3	ENSG00000178694	ENSG00000178694	
ENSG00000178700	200895	DHFRL1	ENSG00000178700	ENSG00000178700	
ENSG00000178723	392305	GLULP4	ENSG00000178723		GLULP4Êglutamate-ammonia ligase pseudogene 4
ENSG00000178741	9377	COX5A	ENSG00000178741	ENSG00000178741	
ENSG00000178773	27132	CPNE7	ENSG00000178773	ENSG00000178773	
ENSG00000178802	4351	MPI	ENSG00000178802	ENSG00000178802	
ENSG00000178814	26873	OPLAH	ENSG00000178814	ENSG00000178814	
ENSG00000178921	5198	PFAS	ENSG00000178921	ENSG00000178921	
ENSG00000178922	81888	HYI	ENSG00000178922	ENSG00000178922	
ENSG00000178950	2580	GAK	ENSG00000178950	ENSG00000178950	
ENSG00000178952	7284	TUFM	ENSG00000178952	ENSG00000178952	
ENSG00000178999	9212	AURKB	ENSG00000178999	ENSG00000178999	
ENSG00000179085	54344	DPM3	ENSG00000179085	ENSG00000179085	
ENSG00000179087	8972	MGAM	ENSG00000257335	ENSG00000257335	Updated Ensembl ID
ENSG00000179091	1537	CYC1	ENSG00000179091	ENSG00000179091	
ENSG00000179115	2193	FARSA	ENSG00000179115	ENSG00000179115	
ENSG00000179142	1585	CYP11B2	ENSG00000179142	ENSG00000179142	
ENSG00000179148	59344	ALOXE3	ENSG00000179148	ENSG00000179148	
ENSG00000179163	2517	FUCA1	ENSG00000179163	ENSG00000179163	
ENSG00000179295	5781	PTPN11	ENSG00000179295	ENSG00000179295	
ENSG00000179299	79730	NSUN7	ENSG00000179299	ENSG00000179299	
ENSG00000179335	1198	CLK3	ENSG00000179335	ENSG00000179335	
ENSG00000179455	7681	MKRN3	ENSG00000179455	ENSG00000179455	
ENSG00000179477	242	ALOX12B	ENSG00000179477	ENSG00000179477	
ENSG00000179520	246213	SLC17A8	ENSG00000179520	ENSG00000179520	
ENSG00000179593	247	ALOX15B	ENSG00000179593	ENSG00000179593	
ENSG00000179598	201164	PLD6	ENSG00000179598	ENSG00000179598	
ENSG00000179761	51268	PIPOX	ENSG00000179761	ENSG00000179761	
ENSG00000179913	10331	B3GNT3	ENSG00000179913	ENSG00000179913	
ENSG00000179918	22928	SEPHS2	ENSG00000179918	ENSG00000179918	
ENSG00000179958	79077	DCTPP1	ENSG00000179958	ENSG00000179958	
ENSG00000180011	284273	ZADH2	ENSG00000180011	ENSG00000180011	
ENSG00000180138	122011	CSNK1A1L	ENSG00000180138	ENSG00000180138	
ENSG00000180176	7054	TH	ENSG00000180176	ENSG00000180176	
ENSG00000180233	223082	ZNRF2	ENSG00000180233	ENSG00000180233	
ENSG00000180251	389015	SLC9A4	ENSG00000180251	ENSG00000180251	
ENSG00000180370	5062	PAK2	ENSG00000180370	ENSG00000180370	
ENSG00000180432	1582	CYP8B1	ENSG00000180432	ENSG00000180432	
ENSG00000180537	221687	RNF182	ENSG00000180537	ENSG00000180537	
ENSG00000180549	2529	FUT7	ENSG00000180549	ENSG00000180549	
ENSG00000180638	146802	SLC47A2	ENSG00000180638	ENSG00000180638	
ENSG00000180767	166012	CHST13	ENSG00000180767	ENSG00000180767	
ENSG00000180773	120103	SLC36A4	ENSG00000180773	ENSG00000180773	
ENSG00000180776	253832	ZDHHC20	ENSG00000180776	ENSG00000180776	
ENSG00000180815	389840	MAP3K15	ENSG00000180815	ENSG00000180815	
ENSG00000180817	5464	PPA1	ENSG00000180817	ENSG00000180817	
ENSG00000180879	6748	SSR4	ENSG00000180879	ENSG00000180879	
ENSG00000180917	55783	FTSJD1	ENSG00000180917	ENSG00000180917	
ENSG00000180953	400410	ST20	ENSG00000180953	ENSG00000180953	
ENSG00000181019	1728	NQO1	ENSG00000181019	ENSG00000181019	
ENSG00000181038	124512	METTL23	ENSG00000181038	ENSG00000181038	
ENSG00000181045	284129	SLC26A11	ENSG00000181045	ENSG00000181045	
ENSG00000181085	225689	MAPK15	ENSG00000181085	ENSG00000181085	
ENSG00000181090	79813	EHMT1	ENSG00000181090	ENSG00000181090	
ENSG00000181191	64219	PJA1	ENSG00000181191	ENSG00000181191	
ENSG00000181192	55526	DHTKD1	ENSG00000181192	ENSG00000181192	
ENSG00000181222	5430	POLR2A	ENSG00000181222	ENSG00000181222	
ENSG00000181260	26121	PRPF31	ENSG00000181260		methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase pseudogene 7.
ENSG00000181409	9625	AATK	ENSG00000181409	ENSG00000181409	
ENSG00000181523	6448	SGSH	ENSG00000181523	ENSG00000181523	
ENSG00000181555	29072	SETD2	ENSG00000181555	ENSG00000181555	
ENSG00000181652	285973	ATG9B	ENSG00000181652	ENSG00000181652	
ENSG00000181788	6478	SIAH2	ENSG00000181788	ENSG00000181788	
ENSG00000181789	22820	COPG1	ENSG00000181789	ENSG00000181789	
ENSG00000181804	285195	SLC9A9	ENSG00000181804	ENSG00000181804	
ENSG00000181830	55343	SLC35C1	ENSG00000181830	ENSG00000181830	
