Entry	Enzyme regulation
Q99798	
Q99801	
Q99805	
Q99807	
Q99808	
Q99811	
Q99814	
Q99816	
Q99819	
Q99828	
Q99829	
Q99832	
Q99835	
Q99836	
Q99848	
Q99853	
Q99856	
Q99865	
Q99871	
Q99873	ENZYME REGULATION: By BTG1, BTG2 and ILF3.
Q99877	
Q99878	
Q99879	
Q99880	
Q99884	
Q99895	
Q99909	
Q99928	
Q99929	
Q99932	
Q99933	
Q99935	
Q99941	
Q99942	
Q99943	
Q99944	
Q99946	
Q99952	
Q99954	
Q99956	
Q99958	
Q99959	
Q99961	
Q99962	
Q99963	
Q99965	
Q99966	
Q99967	
Q99969	
Q99972	
Q99973	
Q99983	
Q99985	
Q99986	ENZYME REGULATION: Active in presence of Mn(2+), Mg(2+) and Zn(2+), but is not functional with Ca(2+) or Cu(2+). Has a higher affinity for Mn(2+) than for Mg(2+). RAN inhibits its autophosphorylation and its ability to phosphorylate histone H3. {ECO:0000269|PubMed:11883897, ECO:0000269|PubMed:18617507}.
Q99988	
Q99990	
Q99996	
Q99999	
Q9BPU6	
Q9BPU9	
Q9BPV8	
Q9BPW4	
Q9BPW5	
Q9BPW8	
Q9BPW9	
Q9BPX1	
Q9BPX3	
Q9BPX5	
Q9BPX6	
Q9BPX7	
Q9BPY3	
Q9BPY8	
Q9BPZ2	
Q9BPZ3	
Q9BPZ7	
Q9BQ04	
Q9BQ08	
Q9BQ13	
Q9BQ15	
Q9BQ16	
Q9BQ24	
Q9BQ31	
Q9BQ39	
Q9BQ48	
Q9BQ49	
Q9BQ50	
Q9BQ51	
Q9BQ52	
Q9BQ61	ENZYME REGULATION: Zn(2+) inhibits the RNase activity while Mg(2+), Ca(2+), Mn(2+), K(+), Na(+), EDTA and EGTA show little effect on the exoribonuclease activity (PubMed:28322335). {ECO:0000269|PubMed:28322335}.
Q9BQ65	
Q9BQ66	
Q9BQ67	
Q9BQ69	ENZYME REGULATION: Subject to competitive inhibition by the product ADP-ribose. {ECO:0000269|PubMed:21257746}.
Q9BQ70	
Q9BQ75	
Q9BQ83	
Q9BQ87	
Q9BQ89	
Q9BQ90	
Q9BQ95	
Q9BQA1	
Q9BQA5	
Q9BQA9	
Q9BQB4	
Q9BQB6	ENZYME REGULATION: Inhibited by warfarin (coumadin). {ECO:0000269|PubMed:15879509, ECO:0000269|PubMed:16270630, ECO:0000269|PubMed:22923610}.
Q9BQC3	
Q9BQC6	
Q9BQD1	
Q9BQD3	
Q9BQD7	
Q9BQE3	
Q9BQE4	
Q9BQE5	
Q9BQE6	
Q9BQE9	
Q9BQF6	
Q9BQG0	
Q9BQG1	
Q9BQG2	
Q9BQI0	
Q9BQI3	ENZYME REGULATION: Induced by acute heme depletion, that not only increases EIF2AK1 protein levels, but also stimulates kinase activity by autophosphorylation. Inhibited by the heme-degradation products biliverdin and bilirubin. Induced by oxidative stress generated by arsenite treatment. Binding of nitric oxide (NO) to the heme iron in the N-terminal heme-binding domain activates the kinase activity, while binding of carbon monoxide (CO) suppresses kinase activity (By similarity). {ECO:0000250}.
Q9BQI4	
Q9BQI5	
Q9BQI6	
Q9BQI7	
Q9BQI9	
Q9BQJ4	
Q9BQK8	ENZYME REGULATION: Inhibited by N-ethylmaleimide. {ECO:0000250}.
Q9BQL6	
Q9BQM9	
Q9BQN1	
Q9BQP7	
Q9BQP9	
Q9BQQ3	
Q9BQQ7	
Q9BQR3	
Q9BQS2	
Q9BQS6	
Q9BQS7	
Q9BQS8	
Q9BQT8	
Q9BQT9	
Q9BQW3	
Q9BQY4	
Q9BQY6	
Q9BQY9	
Q9BR01	
Q9BR09	
Q9BR10	
Q9BR11	
Q9BR26	
Q9BR39	
Q9BR46	
Q9BR61	
Q9BR76	
Q9BR77	
Q9BR84	
Q9BRA0	
Q9BRA2	
Q9BRB3	
Q9BRC7	
Q9BRD0	
Q9BRF8	
Q9BRG1	
Q9BRG2	
Q9BRH9	
Q9BRI3	
Q9BRJ2	
Q9BRJ6	
Q9BRJ7	
Q9BRJ9	
Q9BRK0	
Q9BRK3	
Q9BRK4	
Q9BRK5	
Q9BRL6	
Q9BRL7	
Q9BRN9	
Q9BRP0	
Q9BRP1	
Q9BRP4	
Q9BRP7	
Q9BRP8	
Q9BRP9	
Q9BRQ0	
Q9BRQ3	
Q9BRQ4	
Q9BRQ5	
Q9BRQ6	
Q9BRQ8	
Q9BRR0	
Q9BRR3	
Q9BRR6	
Q9BRR8	
Q9BRR9	
Q9BRS2	
Q9BRS8	
Q9BRT2	
Q9BRT3	
Q9BRT6	
Q9BRT7	
Q9BRT8	
Q9BRT9	
Q9BRU2	
Q9BRU9	
Q9BRV3	
Q9BRV8	
Q9BRX2	
Q9BRX5	
Q9BRX8	
Q9BRX9	
Q9BRY0	
Q9BRZ2	
Q9BS16	
Q9BS18	
Q9BS26	
Q9BS31	
Q9BS34	
Q9BS40	
Q9BS86	
Q9BS91	
Q9BS92	
Q9BSA4	
Q9BSA9	
Q9BSB4	
Q9BSC4	
Q9BSD3	
Q9BSD7	
Q9BSE2	
Q9BSE4	
Q9BSE5	
Q9BSF0	
Q9BSF4	
Q9BSF8	
Q9BSG0	
Q9BSG1	
Q9BSG5	
Q9BSH3	
Q9BSH4	
Q9BSH5	
Q9BSI4	
Q9BSJ1	
Q9BSJ2	
Q9BSJ5	
Q9BSJ6	
Q9BSJ8	
Q9BSK0	
Q9BSK1	
Q9BSK2	
Q9BSK4	
Q9BSL1	
Q9BSM1	
Q9BSN7	
Q9BSQ5	
Q9BSR8	
Q9BST9	
Q9BSU1	
Q9BSU3	
Q9BSV6	
Q9BSW2	
Q9BSW7	
Q9BSY4	
Q9BSY9	
Q9BT04	
Q9BT09	
Q9BT17	
Q9BT22	
Q9BT23	
Q9BT25	
Q9BT30	
Q9BT40	
Q9BT43	
Q9BT49	
Q9BT56	
Q9BT67	
Q9BT73	
Q9BT76	
Q9BT78	
Q9BT81	
Q9BT88	
Q9BT92	
Q9BTA0	
Q9BTA9	
Q9BTC0	
Q9BTC8	
Q9BTD1	
Q9BTD3	
Q9BTD8	
Q9BTE0	
Q9BTE1	
Q9BTE3	
Q9BTE6	
Q9BTE7	
Q9BTF0	
Q9BTK2	
Q9BTK6	
Q9BTL3	
Q9BTL4	
Q9BTM1	
Q9BTM9	
Q9BTN0	
Q9BTP6	
Q9BTP7	
Q9BTT0	
Q9BTT4	
Q9BTT6	
Q9BTU6	
Q9BTV4	
Q9BTV5	
Q9BTV6	
Q9BTV7	
Q9BTW9	
Q9BTX1	
Q9BTX3	
Q9BTX7	
Q9BTY2	
Q9BTY7	
Q9BTZ2	
Q9BU02	
Q9BU19	
Q9BU20	
Q9BU23	
Q9BU40	
Q9BU61	
Q9BU64	
Q9BU68	
Q9BU70	
Q9BU76	
Q9BU79	
Q9BU89	
Q9BUA3	
Q9BUA6	
Q9BUB4	
Q9BUB5	ENZYME REGULATION: Phosphorylated and activated by the p38 kinases and kinases in the Erk pathway. {ECO:0000269|PubMed:9155018}.
Q9BUB7	
Q9BUD6	
Q9BUE0	
Q9BUE6	
Q9BUF5	
Q9BUF7	
Q9BUG6	
Q9BUH6	
Q9BUH8	
Q9BUI4	
Q9BUJ0	
Q9BUJ2	
Q9BUK0	
Q9BUK6	
Q9BUL5	
Q9BUL8	
Q9BUL9	
Q9BUM1	ENZYME REGULATION: Inhibited by vanadate. {ECO:0000269|PubMed:13129915}.
Q9BUN1	
Q9BUN5	
Q9BUN8	
Q9BUP0	
Q9BUP3	
Q9BUQ8	
Q9BUR4	
Q9BUR5	
Q9BUT1	
Q9BUT9	
Q9BUU2	
Q9BUV0	
Q9BUV8	
Q9BUW7	
Q9BUX1	
Q9BUY5	
Q9BUY7	
Q9BUZ4	
Q9BV10	
Q9BV19	
Q9BV20	
Q9BV23	
Q9BV29	
Q9BV35	
Q9BV36	
Q9BV38	
Q9BV40	
Q9BV44	
Q9BV47	
Q9BV57	
Q9BV68	
Q9BV73	
Q9BV79	
Q9BV81	
Q9BV86	
Q9BV87	
Q9BV90	
Q9BV94	
Q9BV97	
Q9BV99	
Q9BVA0	
Q9BVA1	
Q9BVA6	ENZYME REGULATION: The side chain of Glu-234 determines which of the two opposing activities (AMPylase or de-AMPylase) will take place. In response to endoplasmic reticulum stress, mediates de-AMPylase activity (By similarity). Adenylyltransferase activity is inhibited by the inhibitory helix present at the N-terminus: Glu-234 binds ATP and competes with ATP-binding at Arg-374, thereby preventing adenylyltransferase activity (PubMed:22266942, PubMed:25435325). In unstressed cells, disengagement of Glu-234 promotes adenylyltransferase activity (By similarity). Activation dissociates ATP-binding from Glu-234, allowing ordered binding of the entire ATP moiety with the alpha-phosphate in an orientation that is productive for accepting an incoming target hydroxyl side chain (PubMed:22266942, PubMed:25435325). {ECO:0000250|UniProtKB:A0A061I403, ECO:0000269|PubMed:22266942, ECO:0000269|PubMed:25435325}.
Q9BVC3	
Q9BVC4	
Q9BVC5	
Q9BVC6	
Q9BVG3	
Q9BVG4	
Q9BVG8	
Q9BVG9	ENZYME REGULATION: Inhibited in both the MAM and the ER per se by ethanolamine. Requires calcium ions. {ECO:0000269|PubMed:19014349}.
Q9BVH7	
Q9BVI0	
Q9BVI4	
Q9BVJ6	
Q9BVJ7	
Q9BVK2	
Q9BVK6	
Q9BVK8	
Q9BVL2	
Q9BVL4	
Q9BVM2	
Q9BVM4	
Q9BVN2	
Q9BVP2	
Q9BVQ7	
Q9BVR0	
Q9BVS4	
Q9BVS5	
Q9BVT8	
Q9BVV2	
Q9BVV6	
Q9BVV7	
Q9BVV8	
Q9BVW5	
Q9BVW6	
Q9BVX2	
Q9BW04	
Q9BW11	
Q9BW19	
Q9BW27	
Q9BW30	
Q9BW60	
Q9BW61	
Q9BW62	
Q9BW66	
Q9BW71	
Q9BW72	
Q9BW83	
Q9BW85	
Q9BW91	
Q9BW92	
Q9BWC9	
Q9BWD1	
Q9BWD3	
Q9BWE0	
Q9BWF2	
Q9BWF3	
Q9BWG4	
Q9BWG6	
Q9BWH2	
Q9BWH6	
Q9BWJ2	
Q9BWJ5	
Q9BWK5	
Q9BWL3	
Q9BWM5	
Q9BWM7	
Q9BWN1	
Q9BWP8	
Q9BWQ6	
Q9BWQ8	
Q9BWS9	
Q9BWT1	
Q9BWT3	
Q9BWT6	
Q9BWT7	
Q9BWU0	
Q9BWU1	
Q9BWV1	
Q9BWV2	
Q9BWV3	
Q9BWV7	
Q9BWW4	
Q9BWW7	
Q9BWW8	
Q9BWW9	
Q9BWX1	
Q9BWX5	
Q9BX10	
Q9BX26	
Q9BX40	
Q9BX46	
Q9BX51	
Q9BX59	
Q9BX63	
Q9BX66	
Q9BX67	
Q9BX68	
Q9BX69	
Q9BX70	
Q9BX73	
Q9BX74	
Q9BX79	
Q9BX82	
Q9BX84	
Q9BX93	
Q9BX95	
Q9BX97	
Q9BXA5	
Q9BXA6	
Q9BXA7	ENZYME REGULATION: Kinase activity is specifically inhibited by 2 classes of compounds: biphenyl compounds (1,1'-(biphenyl-4,4'-diyl)bis(2,2-dihydroxyethanone)) and 1,2,7-trialky-1H-imidazo[4,5-g]quinoxalin-6-one. Activated by phosphorylation on Thr-174 and potentially by autophosphorylation. {ECO:0000269|PubMed:15733851, ECO:0000269|PubMed:19530700}.
Q9BXA9	
Q9BXB1	
Q9BXB4	
Q9BXB5	
Q9BXB7	
Q9BXC0	
Q9BXC1	
Q9BXC9	
Q9BXD5	
Q9BXE9	
Q9BXF3	
Q9BXF6	
Q9BXF9	
Q9BXG8	
Q9BXH1	
Q9BXI2	
Q9BXI3	ENZYME REGULATION: Activated by ADP.
Q9BXI6	
Q9BXI9	
Q9BXJ0	
Q9BXJ1	
Q9BXJ2	
Q9BXJ3	
Q9BXJ4	
Q9BXJ5	
Q9BXJ7	
Q9BXJ8	
Q9BXJ9	
Q9BXK1	
Q9BXK5	
Q9BXL5	
Q9BXL6	
Q9BXL7	
Q9BXL8	
Q9BXM0	
Q9BXM7	
Q9BXM9	
Q9BXN1	
Q9BXN2	
Q9BXN6	
Q9BXP2	
Q9BXP5	
Q9BXP8	
Q9BXQ6	
Q9BXR0	
Q9BXR3	
Q9BXR5	
Q9BXR6	
Q9BXS0	
Q9BXS1	
Q9BXS4	
Q9BXS5	
Q9BXS6	
Q9BXS9	ENZYME REGULATION: Apical membrane chloride-formate exchange activity in the proximal tubules of the kidney and oxalate secretion in the duodenum are inhibited by 4,4'-diisothiocyanatostilbene-2,2'-disulfonic acid (DIDS - an inhibitor of several anion channels and transporters) (By similarity). Apical membrane chloride-bicarbonate exchange activity of the pancreatic duct is inhibited by 4,4'-diisothiocyanatostilbene-2,2'-disulfonic acid (DIDS - an inhibitor of several anion channels and transporters). Isoform 4, isoform 5 and isoform 6 chloride, bicarbonate and sulfate transport activities are inhibited by DIDS. {ECO:0000250, ECO:0000269|PubMed:12444019, ECO:0000269|PubMed:15990874, ECO:0000269|PubMed:20501439}.
Q9BXT2	
Q9BXT4	
Q9BXT5	
Q9BXT6	
Q9BXT8	
Q9BXU0	
Q9BXU1	
Q9BXU2	
Q9BXU3	
Q9BXU7	
Q9BXU8	
Q9BXU9	
Q9BXV9	
Q9BXW3	
Q9BXW4	
Q9BXW6	
Q9BXW7	
Q9BXW9	
Q9BXX0	
Q9BXX2	
Q9BXX3	
Q9BXY0	
Q9BXY4	
Q9BXY5	
Q9BXY8	
Q9BY07	ENZYME REGULATION: Activity is inhibited by 4,4'-di-isothiocyanatostilbene-2,2'-disulfonic acid (DIDS - an inhibitor of several anion channels and transporters).
Q9BY08	
Q9BY10	
Q9BY11	
Q9BY12	
Q9BY14	
Q9BY15	
Q9BY19	
Q9BY21	
Q9BY27	
Q9BY31	
Q9BY32	
Q9BY41	ENZYME REGULATION: Its activity is inhibited by trichostatin A (TSA), suberoylanilide hydroxamic acid (SAHA), 3-(1-methyl-4-phenylacetyl-1H-2-pyrrolyl)-N-hydroxy-2-propenamide (APHA), 4-dimethylamino-N-(6-hydroxycarbamoyethyl)benzamide-N-hydroxy-7-(4-dimethylaminobenzoyl)aminoheptanamide (MS-344), 5-(4-methyl-benzoylamino)-biphenyl-3,4'-dicarboxylic acid 3-dimethylamide 4'-hydroxyamide (CRA-A) and butyrate. {ECO:0000269|PubMed:15242608}.
Q9BY42	
Q9BY43	
Q9BY44	
Q9BY49	
Q9BY50	
Q9BY60	
Q9BY64	
Q9BY65	
Q9BY66	
Q9BY67	
Q9BY71	
Q9BY76	
Q9BY77	
Q9BY78	
Q9BY79	
Q9BY84	
Q9BY89	
Q9BYB0	
Q9BYB4	
Q9BYC2	
Q9BYC5	
Q9BYC8	
Q9BYC9	
Q9BYD1	
Q9BYD2	
Q9BYD3	
Q9BYD5	
Q9BYD6	
Q9BYD9	
Q9BYE0	
Q9BYE2	
Q9BYE3	
Q9BYE4	
Q9BYE7	
Q9BYE9	
Q9BYF1	ENZYME REGULATION: Activated by chloride and fluoride, but not bromide. Inhibited by MLN-4760, cFP_Leu, and EDTA, but not by the ACE inhibitors linosipril, captopril and enalaprilat. {ECO:0000269|PubMed:10924499, ECO:0000269|PubMed:10969042, ECO:0000269|PubMed:11815627, ECO:0000269|PubMed:15231706}.
Q9BYG0	
Q9BYG3	
Q9BYG4	
Q9BYG5	
Q9BYG7	
Q9BYG8	
Q9BYH1	
Q9BYH8	
Q9BYI3	
Q9BYJ0	
Q9BYJ1	
Q9BYJ4	
Q9BYJ9	
Q9BYK8	
Q9BYL1	
Q9BYM8	
Q9BYN0	
Q9BYN7	
Q9BYN8	
Q9BYP7	ENZYME REGULATION: Activation requires autophosphorylation of Ser-308. Phosphorylation of Ser-304 also promotes increased activity (By similarity). Kinase activity is inhibited by WNK4. {ECO:0000250|UniProtKB:Q9JIH7, ECO:0000269|PubMed:17975670}.
Q9BYP8	
Q9BYP9	
Q9BYQ0	
Q9BYQ2	
Q9BYQ3	
Q9BYQ4	
Q9BYQ5	
Q9BYQ6	
Q9BYQ7	
Q9BYQ8	
Q9BYQ9	
Q9BYR0	
Q9BYR2	
Q9BYR3	
Q9BYR4	
Q9BYR5	
Q9BYR6	
Q9BYR7	
Q9BYR8	
Q9BYR9	
Q9BYS1	
Q9BYS8	
Q9BYT1	
Q9BYT3	
Q9BYT5	
Q9BYT8	
Q9BYT9	
Q9BYU1	
Q9BYU5	
Q9BYV1	
Q9BYV2	
Q9BYV6	
Q9BYV7	
Q9BYV8	
Q9BYV9	
Q9BYW1	
Q9BYW2	ENZYME REGULATION: Specifically inhibited by sinefungin derivatives. N-propyl sinefungin (Pr-SNF) interacts preferentially with SETD2. {ECO:0000269|PubMed:23043551}.
Q9BYW3	
Q9BYX2	
Q9BYX4	
Q9BYX7	
Q9BYZ2	
Q9BYZ6	
Q9BYZ8	
Q9BZ11	
Q9BZ19	
Q9BZ23	ENZYME REGULATION: Regulated by feedback inhibition by CoA and its thioesters.
Q9BZ29	
Q9BZ67	
Q9BZ68	
Q9BZ71	
Q9BZ72	
Q9BZ76	
Q9BZ81	
Q9BZ95	
Q9BZ97	
Q9BZ98	
Q9BZA0	
Q9BZA5	
Q9BZA7	
Q9BZA8	
Q9BZB8	
Q9BZC1	
Q9BZC7	
Q9BZD2	
Q9BZD3	
Q9BZD4	
Q9BZD6	
Q9BZD7	
Q9BZE0	
Q9BZE1	
Q9BZE2	
Q9BZE3	
Q9BZE4	
Q9BZE7	
Q9BZE9	
Q9BZF1	
Q9BZF2	
Q9BZF3	
Q9BZF9	
Q9BZG1	
Q9BZG2	
Q9BZG8	
Q9BZH6	
Q9BZI1	
Q9BZI7	
Q9BZJ0	
Q9BZJ3	
Q9BZJ4	
Q9BZJ6	
Q9BZJ7	
Q9BZJ8	
Q9BZK3	
Q9BZK7	
Q9BZK8	
Q9BZL1	
Q9BZL3	
Q9BZL4	
Q9BZL6	ENZYME REGULATION: Activated by DAG and phorbol esters (PubMed:12058027, PubMed:17962809, PubMed:28428613). Phorbol-ester/DAG-type domains bind DAG, mediating translocation to membranes (PubMed:17962809). Autophosphorylation of Ser-710 and phosphorylation of Ser-706 by PKC relieves auto-inhibition by the PH domain (PubMed:17962809). Catalytic activity is further increased by phosphorylation at Tyr-717 in response to oxidative stress (PubMed:28428613). {ECO:0000269|PubMed:12058027, ECO:0000269|PubMed:17962809, ECO:0000269|PubMed:28428613}.
Q9BZM1	
Q9BZM2	
Q9BZM3	
Q9BZM4	
Q9BZM5	
Q9BZM6	
Q9BZP3	
Q9BZP6	
Q9BZQ2	
Q9BZQ4	ENZYME REGULATION: Inhibited by P1-(adenosine-5')-P3-(nicotinamide-riboside-5')-triphosphate (Np3AD) and P1-(adenosine-5')-P4-(nicotinamide-riboside-5')-tetraphosphate (Np4AD). {ECO:0000269|PubMed:17402747}.
Q9BZQ6	
Q9BZQ8	
Q9BZR6	
Q9BZR8	
Q9BZR9	
Q9BZS1	
Q9BZS9	
Q9BZV1	
Q9BZV2	
Q9BZV3	
Q9BZW2	
Q9BZW4	
Q9BZW5	
Q9BZW7	
Q9BZW8	
Q9BZX2	
Q9BZX4	
Q9BZY9	
Q9BZZ2	
Q9BZZ5	
Q9C000	
Q9C002	
Q9C004	
Q9C005	
Q9C009	
Q9C010	
Q9C019	
Q9C026	
Q9C029	
Q9C030	
Q9C035	
Q9C037	
Q9C040	
Q9C056	
Q9C073	
Q9C075	
Q9C086	
Q9C091	
Q9C093	
Q9C098	
Q9C099	
Q9C0A0	
Q9C0A1	
Q9C0A6	
Q9C0B0	
Q9C0B1	ENZYME REGULATION: Activated by ascorbate. Inhibited by N-oxalylglycine, fumarate and succinate (By similarity). {ECO:0000250}.
Q9C0B2	
Q9C0B5	
Q9C0B6	
Q9C0B7	
Q9C0B9	
Q9C0C2	
Q9C0C4	
Q9C0C6	
Q9C0C7	
Q9C0C9	ENZYME REGULATION: inhibited by phenylarsine oxide (PAO). {ECO:0000269|PubMed:24703950}.
Q9C0D0	
Q9C0D2	
Q9C0D3	
Q9C0D4	
Q9C0D5	
Q9C0D6	
Q9C0D7	
Q9C0D9	
Q9C0E2	
Q9C0E4	
Q9C0E8	
Q9C0F0	
Q9C0F1	
Q9C0F3	
Q9C0G0	
Q9C0G6	
Q9C0H2	
Q9C0H5	
Q9C0H6	
Q9C0H9	
Q9C0I1	
Q9C0I3	
Q9C0I4	
Q9C0I9	
Q9C0J1	
Q9C0J8	
Q9C0J9	
Q9C0K0	
Q9C0K1	
Q9C0K3	
Q9C0K7	
Q9GIP4	
Q9GIY3	
Q9GZK3	
Q9GZK4	
Q9GZK6	
Q9GZK7	
Q9GZL7	
Q9GZL8	
Q9GZM3	
Q9GZM5	
Q9GZM6	
Q9GZM7	
Q9GZM8	
Q9GZN0	
Q9GZN1	
Q9GZN2	
Q9GZN4	
Q9GZN6	
Q9GZN7	
Q9GZN8	
Q9GZP0	
Q9GZP1	
Q9GZP4	
Q9GZP7	
Q9GZP8	
Q9GZP9	
Q9GZQ3	
Q9GZQ4	
Q9GZQ6	
Q9GZQ8	
Q9GZR1	
Q9GZR2	
Q9GZR5	
Q9GZR7	
Q9GZS0	
Q9GZS1	
Q9GZS3	
Q9GZS9	
Q9GZT3	
Q9GZT4	ENZYME REGULATION: Allosterically activated by magnesium, and possibly also other divalent metal cations. Allosterically activated by ATP, ADP or GTP. Competitively inhibited by malonate.
Q9GZT5	
Q9GZT6	
Q9GZT8	
Q9GZT9	ENZYME REGULATION: Following exposure to hypoxia, activated in HeLa cells but not in cardiovascular cells. {ECO:0000269|PubMed:12670503, ECO:0000269|PubMed:20840591}.
Q9GZU0	
Q9GZU1	ENZYME REGULATION: Channel activity is controlled by multiple regulatory mechanisms in different subcellular compartments. Channel function is transiently modulated by changes in Ca(2+), and inhibited by a reduction of pH; pH changes modify the aggregation state of unitary channels; a negative cooperativity between extracellular/lumenal Ca(2+) and H(+) is suggested (PubMed:12459486, PubMed:28112729). Regulated by phosphoinositides in a compartment-specific manner: in lysosomes activated by PtdIns(3,5)P2 (Phosphatidylinositol 3,5-bisphosphate) and at the plasma membrane inhibited by PtdIns(4,5)P2 (Phosphatidylinositol 4,5-bisphosphate) (PubMed:22733759, PubMed:29019983). {ECO:0000269|PubMed:12459486, ECO:0000269|PubMed:22733759, ECO:0000269|PubMed:28112729, ECO:0000269|PubMed:29019983}.
Q9GZU2	
Q9GZU3	
Q9GZU5	
Q9GZU7	ENZYME REGULATION: Stimulated by GTF2F1. Inhibited by beryllofluoride anions. {ECO:0000269|PubMed:12721286}.
Q9GZU8	
Q9GZV1	
Q9GZV3	
Q9GZV4	
Q9GZV5	
Q9GZV7	
Q9GZV8	
Q9GZV9	
Q9GZW5	
Q9GZW8	
Q9GZX3	
Q9GZX5	
Q9GZX6	
Q9GZX7	
Q9GZX9	
Q9GZY0	
Q9GZY1	
Q9GZY4	
Q9GZY6	
Q9GZY8	
Q9GZZ0	
Q9GZZ1	
Q9GZZ6	
Q9GZZ7	
Q9GZZ8	
Q9GZZ9	
Q9H000	
Q9H008	
Q9H009	
Q9H013	
Q9H015	
Q9H019	
Q9H040	
Q9H061	
Q9H063	
Q9H069	
Q9H074	
Q9H078	
Q9H079	
Q9H081	
Q9H082	ENZYME REGULATION: Regulated by a guanine nucleotide-exchange factor (GEF) and a GTPase-activating protein (GAP) and alternates between an inactive GDP-bound and an active GTP-bound form. In vitro, SGSM2 acts as its GAP and inactivates it by stimulating its GTPase activity. {ECO:0000269|PubMed:21808068}.
Q9H089	
Q9H091	
Q9H093	ENZYME REGULATION: Activated by phosphorylation on Thr-208. {ECO:0000269|PubMed:14976552}.
Q9H094	
Q9H095	
Q9H098	
Q9H0A0	
Q9H0A3	
Q9H0A6	
Q9H0A8	
Q9H0A9	
Q9H0B3	
Q9H0B6	
Q9H0B8	
Q9H0C1	
Q9H0C2	
Q9H0C3	
Q9H0C5	
Q9H0C8	ENZYME REGULATION: Inhibited rather than stimulated by magnesium.
Q9H0D2	
Q9H0D6	
Q9H0E2	
Q9H0E3	
Q9H0E7	
Q9H0E9	
Q9H0F5	
Q9H0F6	
Q9H0F7	
Q9H0G5	
Q9H0H0	
Q9H0H3	
Q9H0H5	
Q9H0H9	
Q9H0I2	
Q9H0I3	
Q9H0I9	
Q9H0J4	
Q9H0J9	
Q9H0K1	ENZYME REGULATION: Activated by phosphorylation on Thr-175. {ECO:0000269|PubMed:14976552}.
Q9H0K4	
Q9H0K6	
Q9H0L4	
Q9H0M0	ENZYME REGULATION: Activated by NDFIP1- and NDFIP2-binding.
Q9H0M4	
Q9H0M5	
Q9H0N0	
Q9H0N5	
Q9H0P0	
Q9H0P7	
Q9H0Q0	
Q9H0Q3	
Q9H0R1	
Q9H0R3	
Q9H0R4	
Q9H0R5	
Q9H0R6	
Q9H0R8	
Q9H0S4	
Q9H0T7	
Q9H0U3	
Q9H0U4	ENZYME REGULATION: Rab activation is generally mediated by a guanine exchange factor (GEF), while inactivation through hydrolysis of bound GTP is catalyzed by a GTPase activating protein (GAP). {ECO:0000305}.
Q9H0U6	
Q9H0U9	
Q9H0V1	
Q9H0V9	
Q9H0W5	
Q9H0W7	
Q9H0W8	
Q9H0W9	
Q9H0X4	
Q9H0X6	
Q9H0X9	
Q9H0Y0	
Q9H0Z9	
Q9H106	
Q9H112	
Q9H114	
Q9H115	
Q9H116	
Q9H147	
Q9H156	
Q9H158	
Q9H159	
Q9H160	
Q9H161	
Q9H165	
Q9H169	
Q9H171	
Q9H172	
Q9H173	
Q9H175	
Q9H190	
Q9H195	
Q9H1A3	
Q9H1A4	
Q9H1A7	
Q9H1B4	
Q9H1B5	
Q9H1B7	
Q9H1C0	
Q9H1C3	
Q9H1C4	
Q9H1C7	
Q9H1D0	
Q9H1D9	
Q9H1E1	
Q9H1E3	
Q9H1E5	
Q9H1F0	
Q9H1H1	
Q9H1H9	
Q9H1I8	
Q9H1J1	
Q9H1J5	
Q9H1J7	
Q9H1K0	
Q9H1K1	
Q9H1K4	
Q9H1K6	
Q9H1L0	
Q9H1M0	
Q9H1M3	
Q9H1M4	
Q9H1N7	
Q9H1P3	
Q9H1P6	
Q9H1Q7	
Q9H1R2	
Q9H1R3	
Q9H1U4	
Q9H1U9	
Q9H1V8	
Q9H1X1	
Q9H1X3	
Q9H1Y0	
Q9H1Y3	
Q9H1Z4	
Q9H1Z8	
Q9H1Z9	
Q9H201	
Q9H204	
Q9H205	
Q9H207	
Q9H208	
Q9H209	
Q9H210	
Q9H211	
Q9H213	
Q9H221	ENZYME REGULATION: The ATPase activity of the heterodimer is stimulated by cholate. Taurocholate, glycocholate, taurochenodeoxycholate, glycochenodeoxycholate and taurodeoxycholate also stimulate ATPase activity, but to a lower degree. Glycodeoxycholate has no significant effect on ATPase activity. ATPase activity is inhibited by vanadate and by berillium fluoride. {ECO:0000269|PubMed:20210363, ECO:0000269|PubMed:27144356}.
Q9H222	ENZYME REGULATION: The ATPase activity of the heterodimer is stimulated by cholate. Taurocholate, glycocholate, taurochenodeoxycholate, glycochenodeoxycholate and taurodeoxycholate also stimulate ATPase activity, but to a lower degree. Glycodeoxycholate has no significant effect on ATPase activity. ATPase activity is inhibited by vanadate and by berillium fluoride. {ECO:0000269|PubMed:20210363, ECO:0000269|PubMed:27144356}.
Q9H223	
Q9H227	ENZYME REGULATION: Inhibited by 2,4-dinitrophenyl-2-fluoro-2-deoxy-beta-D-glucopyranoside and sodium taurocholate. {ECO:0000269|PubMed:11389701, ECO:0000269|PubMed:11784319}.
Q9H228	
Q9H237	
Q9H239	
Q9H244	
Q9H246	
Q9H251	
Q9H252	
Q9H254	
Q9H255	
Q9H257	
Q9H267	
Q9H269	
Q9H270	
Q9H293	
Q9H295	
Q9H299	
Q9H2A2	
Q9H2A3	
Q9H2A7	
Q9H2A9	
Q9H2B2	
Q9H2B4	
Q9H2C0	
