genes	geneENSTID	geneENSPID	geneUniProtID	geneSymbols	geneEntrezID	geneNames	geneAliases	compartments	compDataSource
"ENSG00000198825"	"ENST00000649297;ENST00000648621;ENST00000649251;ENST00000649742;ENST00000650623;ENST00000647933;ENST00000650305;ENST00000369081;ENST00000648661;ENST00000648262;ENST00000648166;ENST00000648515;ENST00000649454;ENST00000649957;ENST00000647699;ENST00000631485;ENST00000650409;ENST00000631572;ENST00000637174;ENST00000631555;ENST00000490818"	"ENSP00000498154;ENSP00000497027;ENSP00000497368;ENSP00000497412;ENSP00000497527;ENSP00000497291;ENSP00000497212;ENSP00000489864;ENSP00000497205;ENSP00000496843;ENSP00000496989;ENSP00000497846;ENSP00000498016;ENSP00000497772;ENSP00000488052;ENSP00000496955;ENSP00000488726;ENSP00000490226;ENSP00000488905;ENSP00000487706"	"Q9Y2H2"	"INPP5F"	"22876"	"inositol polyphosphate-5-phosphatase F"	"hSac2;KIAA0966;SAC2"	"Cytosol;Lysosome"	"DeepLoc2"
"ENSG00000198833"	"ENST00000435041"	"ENSP00000451261"	"Q9Y385"	"UBE2J1"	"51465"	"ubiquitin conjugating enzyme E2 J1"	"CGI-76;HSPC153;NCUBE1;UBC6"	"Endoplasmic reticulum"	"SwissProt"
"ENSG00000198840"	"ENST00000361227"	"ENSP00000355206"	"P03897"	"MT-ND3"	"4537"	"mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 3"	"MTND3;NAD3;ND3"	"Cytosol;Inner mitochondria"	"SwissProt;CellAtlas"
"ENSG00000198848"	"ENST00000565568;ENST00000360526;ENST00000422046;ENST00000563241;ENST00000361503;ENST00000569260;ENST00000563005;ENST00000565403;ENST00000566555"	"ENSP00000455902;ENSP00000353720;ENSP00000390492;ENSP00000455959;ENSP00000355193;ENSP00000456865"	"P23141"	"CES1"	"1066"	"carboxylesterase 1"	"CEH;CES1A1;CES1A2;CES2;HMSE;HMSE1;SES1"	"Endoplasmic reticulum;Cytosol"	"SwissProt;CellAtlas"
"ENSG00000198881"	"ENST00000362002"	"ENSP00000355195"	"Q8WXK4"	"ASB12"	"142689"	"ankyrin repeat and SOCS box containing 12"	"FLJ39577"	"Cytosol"	"DeepLoc2"
"ENSG00000198886"	"ENST00000361381"	"ENSP00000354961"	"P03905"	"MT-ND4"	"4538"	"mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4"	"LHON;MTND4;NAD4;ND4"	"Inner mitochondria"	"SwissProt;CellAtlas"
"ENSG00000198888"	"ENST00000361390"	"ENSP00000354687"	"P03886"	"MT-ND1"	"4535"	"mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 1"	"MTND1;NAD1;ND1"	"Inner mitochondria"	"SwissProt"
"ENSG00000198899"	"ENST00000361899"	"ENSP00000354632"	"P00846"	"MT-ATP6"	"4508"	"mitochondrially encoded ATP synthase membrane subunit 6"	"ATP6;ATPase-6;MTATP6;RP;Su6m"	"Inner mitochondria"	"SwissProt"
"ENSG00000198919"	"ENST00000361582;ENST00000495008;ENST00000486815;ENST00000479138;ENST00000497905;ENST00000463306"	"ENSP00000355028;ENSP00000418871;ENSP00000420030;ENSP00000418115;ENSP00000417829;ENSP00000419981"	"Q86Y13"	"DZIP3"	"9666"	"DAZ interacting zinc finger protein 3"	"hRUL138;PPP1R66"	"Cytosol"	"SwissProt"
"ENSG00000198931"	"ENST00000378364;ENST00000567713;ENST00000567057;ENST00000426324;ENST00000567391;ENST00000568319;ENST00000563655;ENST00000569616;ENST00000568575;ENST00000562464;ENST00000564858"	"ENSP00000367615;ENSP00000455749;ENSP00000397007;ENSP00000457964;ENSP00000456905;ENSP00000456012;ENSP00000455692"	"P07741"	"APRT"	"353"	"adenine phosphoribosyltransferase"	""	"Nucleus;Cytosol"	"SwissProt;CellAtlas"
"ENSG00000198938"	"ENST00000362079"	"ENSP00000354982"	"P00414"	"MT-CO3"	"4514"	"mitochondrially encoded cytochrome c oxidase III"	"CO3;COIII;COX3;MTCO3"	"Inner mitochondria"	"SwissProt"
"ENSG00000198951"	"ENST00000396398;ENST00000403363;ENST00000402937"	"ENSP00000379680;ENSP00000385283;ENSP00000384603"	"P17050"	"NAGA"	"4668"	"alpha-N-acetylgalactosaminidase"	"D22S674"	"Lysosome"	"SwissProt"
"ENSG00000198959"	"ENST00000361475;ENST00000469269;ENST00000468262;ENST00000474777;ENST00000373403;ENST00000453095"	"ENSP00000355330;ENSP00000362502;ENSP00000387642"	"P21980"	"TGM2"	"7052"	"transglutaminase 2"	"TGC"	"Mitochondria;Nucleus;Cytosol"	"SwissProt;CellAtlas"
"ENSG00000198961"	"ENST00000361189;ENST00000511624;ENST00000512822;ENST00000361557"	"ENSP00000354775;ENSP00000355284"	"O43164"	"PJA2"	"9867"	"praja ring finger ubiquitin ligase 2"	"KIAA0438;Neurodap1;RNF131"	"Cytosol;Endoplasmic reticulum;Golgi apparatus"	"SwissProt"
"ENSG00000198964"	"ENST00000429490;ENST00000361781;ENST00000602619;ENST00000361543;ENST00000626236;ENST00000619438;ENST00000602565;ENST00000492601;ENST00000609445;ENST00000498514;ENST00000608287"	"ENSP00000406795;ENSP00000354829;ENSP00000473668;ENSP00000355235;ENSP00000486310;ENSP00000479633;ENSP00000475427"	"Q86VZ5"	"SGMS1"	"259230"	"sphingomyelin synthase 1"	"MGC17342;MOB;SMS1;TMEM23"	"Golgi apparatus;Nucleus;Cytosol"	"SwissProt;CellAtlas"
"ENSG00000203797"	"ENST00000368923;ENST00000479373;ENST00000368924"	"ENSP00000357919;ENSP00000436642;ENSP00000357920"	"Q99489"	"DDO"	"8528"	"D-aspartate oxidase"	""	"Peroxisome;Cytosol"	"SwissProt;CellAtlas"
"ENSG00000203805"	"ENST00000398250;ENST00000369073;ENST00000496437"	"ENSP00000381302"	"Q5VZY2"	"PLPP4"	"196051"	"phospholipid phosphatase 4"	"DPPL2;PPAPDC1;PPAPDC1A"	"Nucleus"	"CellAtlas"
"ENSG00000203837"	"ENST00000369230"	"ENSP00000358232"	"Q17RR3"	"PNLIPRP3"	"119548"	"pancreatic lipase related protein 3"	""	"Extracellular"	"DeepLoc2"
"ENSG00000203857"	"ENST00000531340;ENST00000369413;ENST00000492140;ENST00000487520;ENST00000528909"	"ENSP00000435999;ENSP00000358421;ENSP00000432268"	"P14060"	"HSD3B1"	"3283"	"hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 1"	"HSD3B;HSDB3;SDR11E1"	"Endoplasmic reticulum;Nucleus"	"SwissProt;CellAtlas"
"ENSG00000203859"	"ENST00000433745;ENST00000369416;ENST00000471656;ENST00000443865;ENST00000448448;ENST00000543831"	"ENSP00000388292;ENSP00000358424;ENSP00000445122"	"P26439"	"HSD3B2"	"3284"	"hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 2"	"SDR11E2"	"Endoplasmic reticulum;Nucleus"	"SwissProt;CellAtlas"
"ENSG00000203972"	"ENST00000371197;ENST00000545705"	"ENSP00000360240;ENSP00000440029"	"Q5SZD4"	"GLYATL3"	"389396"	"glycine-N-acyltransferase like 3"	"bA28H17.2;C6orf140"	"Cytosol"	"DeepLoc2"
"ENSG00000204007"	"ENST00000371763;ENST00000613244"	"ENSP00000360829;ENSP00000483037"	"Q7Z4J2"	"GLT6D1"	"360203"	"glycosyltransferase 6 domain containing 1"	"GLTDC1"	"Golgi apparatus"	"DeepLoc2"
"ENSG00000204084"	"ENST00000373027;ENST00000373026;ENST00000373024;ENST00000487328;ENST00000470364;ENST00000474758;ENST00000467066;ENST00000373021;ENST00000491406;ENST00000373023;ENST00000458109"	"ENSP00000362118;ENSP00000362117;ENSP00000362115;ENSP00000362112;ENSP00000362114;ENSP00000397748"	"P32019"	"INPP5B"	"3633"	"inositol polyphosphate-5-phosphatase B"	""	"Endoplasmic reticulum;Golgi apparatus;Cytosol"	"SwissProt;CellAtlas"
"ENSG00000204099"	"ENST00000415936;ENST00000405370;ENST00000476542;ENST00000435855;ENST00000618597;ENST00000407683;ENST00000423583;ENST00000404257;ENST00000391969;ENST00000325935;ENST00000435934;ENST00000435894;ENST00000426032;ENST00000420288;ENST00000494678;ENST00000488997;ENST00000428592"	"ENSP00000397167;ENSP00000384804;ENSP00000394769;ENSP00000385402;ENSP00000397860;ENSP00000385149;ENSP00000375830;ENSP00000320318;ENSP00000412688;ENSP00000398571;ENSP00000406678;ENSP00000388707;ENSP00000396197"	"Q8WWR8"	"NEU4"	"129807"	"neuraminidase 4"	""	"Lysosome;Endoplasmic reticulum;Inner mitochondria"	"SwissProt"
"ENSG00000204160"	"ENST00000374142;ENST00000374141;ENST00000534643;ENST00000488397;ENST00000478902"	"ENSP00000363257;ENSP00000363256;ENSP00000435510;ENSP00000436203"	"Q9NUE0"	"ZDHHC18"	"84243"	"zinc finger DHHC-type palmitoyltransferase 18"	"DKFZp667O2416"	"Golgi apparatus"	"SwissProt"
"ENSG00000204195"	"ENST00000480702;ENST00000374521"	"ENSP00000363645"	"Q58HT5"	"AWAT1"	"158833"	"acyl-CoA wax alcohol acyltransferase 1"	"DGAT2L3"	"Endoplasmic reticulum"	"SwissProt"
"ENSG00000204227"	"ENST00000374656;ENST00000478431"	"ENSP00000363787"	"Q06587"	"RING1"	"6015"	"ring finger protein 1"	"RNF1"	"Nucleus;Cytosol"	"SwissProt;CellAtlas"
"ENSG00000204228"	"ENST00000374662;ENST00000469186"	"ENSP00000363794"	"Q92506"	"HSD17B8"	"7923"	"hydroxysteroid 17-beta dehydrogenase 8"	"D6S2245E;FABGL;H2-KE6;HKE6;KE6;RING2;SDR30C1"	"Mitochondria"	"SwissProt"
"ENSG00000204308"	"ENST00000375094;ENST00000487940"	"ENSP00000364235"	"Q99942"	"RNF5"	"6048"	"ring finger protein 5"	"G16;NG2;RING5;RMA1"	"Endoplasmic reticulum;Cytosol"	"SwissProt;CellAtlas"
"ENSG00000204310"	"ENST00000395496;ENST00000375107;ENST00000395499;ENST00000375104;ENST00000490711;ENST00000395497;ENST00000336984;ENST00000476663"	"ENSP00000378874;ENSP00000364248;ENSP00000378877;ENSP00000364245;ENSP00000378875;ENSP00000337463"	"Q99943"	"AGPAT1"	"10554"	"1-acylglycerol-3-phosphate O-acyltransferase 1"	"LPAAT-alpha"	"Endoplasmic reticulum;Cytosol"	"SwissProt;CellAtlas"
"ENSG00000204370"	"ENST00000640554;ENST00000528182;ENST00000528048;ENST00000375549;ENST00000528021;ENST00000526592;ENST00000525291;ENST00000530923;ENST00000534010"	"ENSP00000491141;ENSP00000435475;ENSP00000436217;ENSP00000364699;ENSP00000432465;ENSP00000432005;ENSP00000436669;ENSP00000432946;ENSP00000433202"	"O14521"	"SDHD"	"6392"	"succinate dehydrogenase complex subunit D"	"cybS;PGL;PGL1"	"Inner mitochondria"	"SwissProt"
"ENSG00000204371"	"ENST00000478491;ENST00000461880;ENST00000494816;ENST00000480912;ENST00000395728;ENST00000375528;ENST00000375530;ENST00000375537;ENST00000436026;ENST00000477678;ENST00000463484;ENST00000465429"	"ENSP00000379078;ENSP00000364678;ENSP00000364680;ENSP00000364687;ENSP00000412353"	"Q96KQ7"	"EHMT2"	"10919"	"euchromatic histone lysine methyltransferase 2"	"BAT8;C6orf30;Em:AF134726.3;G9A;KMT1C;NG36/G9a"	"Nucleus"	"SwissProt;CellAtlas"
"ENSG00000204385"	"ENST00000229729;ENST00000544672;ENST00000375562;ENST00000487680;ENST00000414427;ENST00000479777;ENST00000475563;ENST00000465707;ENST00000462671"	"ENSP00000229729;ENSP00000444109;ENSP00000364712;ENSP00000398901"	"Q53GD3"	"SLC44A4"	"80736"	"solute carrier family 44 member 4"	"C6orf29;CTL4;DFNA72;FLJ14491;NG22;TPPT"	"Cell membrane"	"DeepLoc2"
"ENSG00000204386"	"ENST00000495807;ENST00000375631;ENST00000480384;ENST00000491768;ENST00000678869;ENST00000677054;ENST00000677512"	"ENSP00000364782;ENSP00000433127"	"Q99519"	"NEU1"	"4758"	"neuraminidase 1"	"NEU"	"Cytosol;Lysosome"	"SwissProt"
"ENSG00000204394"	"ENST00000470953;ENST00000375663;ENST00000463184;ENST00000428445;ENST00000482996;ENST00000479051;ENST00000459667;ENST00000461874;ENST00000474643;ENST00000483275;ENST00000461328;ENST00000495010;ENST00000489979;ENST00000440048"	"ENSP00000364815;ENSP00000415679;ENSP00000413925"	"P26640"	"VARS1"	"7407"	"valyl-tRNA synthetase 1"	"VARS;VARS2"	"Cytosol"	"CellAtlas"
"ENSG00000205060"	"ENST00000378509;ENST00000416907;ENST00000466599;ENST00000470969"	"ENSP00000367770;ENSP00000405445;ENSP00000485857"	"Q969S0"	"SLC35B4"	"84912"	"solute carrier family 35 member B4"	"FLJ14697;YEA4"	"Golgi apparatus"	"SwissProt"
"ENSG00000205186"	"ENST00000379071"	"ENSP00000368362"	"Q0Z7S8"	"FABP9"	"646480"	"fatty acid binding protein 9"	"PERF;PERF15;T-FABP"	"Cytosol"	"DeepLoc2"
"ENSG00000205268"	"ENST00000401827;ENST00000379419;ENST00000396642;ENST00000522220;ENST00000518667;ENST00000519231;ENST00000523253;ENST00000519626"	"ENSP00000385632;ENSP00000368730;ENSP00000379881;ENSP00000430262"	"Q13946"	"PDE7A"	"5150"	"phosphodiesterase 7A"	"HCP1"	"Cytosol"	"SwissProt"
"ENSG00000205309"	"ENST00000616989;ENST00000478373;ENST00000389022;ENST00000470418;ENST00000483704;ENST00000582909;ENST00000480529"	"ENSP00000481269;ENSP00000464303;ENSP00000373674;ENSP00000463674;ENSP00000467567"	"Q9NPB1"	"NT5M"	"56953"	"5',3'-nucleotidase, mitochondrial"	"dNT-2;dNT2;mdN"	"Mitochondria"	"SwissProt"
"ENSG00000205560"	"ENST00000405237;ENST00000312108;ENST00000395650;ENST00000360719;ENST00000457250;ENST00000497224;ENST00000475238;ENST00000423069;ENST00000479886;ENST00000476790;ENST00000460853;ENST00000461117;ENST00000417176"	"ENSP00000385486;ENSP00000312189;ENSP00000379011;ENSP00000353945;ENSP00000409342;ENSP00000396408;ENSP00000406316"	"Q92523"	"CPT1B"	"1375"	"carnitine palmitoyltransferase 1B"	"CPT1-M;M-CPT1"	"Endoplasmic reticulum"	"DeepLoc2"
"ENSG00000205669"	"ENST00000554229;ENST00000645972;ENST00000381139"	"ENSP00000451464;ENSP00000496277;ENSP00000370531"	"Q3I5F7"	"ACOT6"	"641372"	"acyl-CoA thioesterase 6"	"C14orf42"	"Peroxisome"	"DeepLoc2"
"ENSG00000205678"	"ENST00000507440;ENST00000381210;ENST00000511997;ENST00000513125;ENST00000511356;ENST00000509536"	"ENSP00000426043;ENSP00000370607;ENSP00000423975;ENSP00000422497"	"Q5HYJ1"	"TECRL"	"253017"	"trans-2,3-enoyl-CoA reductase like"	"DKFZp313B2333;DKFZp313D0829;GPSN2L;SRD5A2L2;TERL"	"Endoplasmic reticulum"	"DeepLoc2"
"ENSG00000205808"	"ENST00000381883"	"ENSP00000371307"	"Q8IY26"	"PLPP6"	"403313"	"phospholipid phosphatase 6"	"FLJ46512;FLJ90191;PDP1;PPAPDC2"	"Endoplasmic reticulum;Nucleus;Cytosol"	"SwissProt;CellAtlas"
"ENSG00000205923"	"ENST00000567119;ENST00000565480"	"ENSP00000457380;ENSP00000455479"	"Q6PRD7"	"CEMP1"	"752014"	"cementum protein 1"	"CP-23"	"Nucleus;Cytosol"	"SwissProt;CellAtlas"
"ENSG00000206077"	"ENST00000522356;ENST00000508859;ENST00000622126;ENST00000651714;ENST00000651221;ENST00000652055;ENST00000651083"	"ENSP00000505988;ENSP00000442373;ENSP00000498273;ENSP00000499203;ENSP00000498706"	"P0C7U3"	"ZDHHC11B"	"653082"	"zinc finger DHHC-type containing 11B"	""	"Mitochondria"	"CellAtlas"
"ENSG00000206190"	"ENST00000555815;ENST00000356865;ENST00000673805;ENST00000674021;ENST00000673680;ENST00000555450;ENST00000674138;ENST00000555756;ENST00000620538;ENST00000673676;ENST00000673763;ENST00000673849;ENST00000673747;ENST00000673898;ENST00000673716;ENST00000673679;ENST00000553577;ENST00000389967;ENST00000619904"	"ENSP00000450480;ENSP00000349325;ENSP00000451615;ENSP00000501079;ENSP00000500973;ENSP00000501230;ENSP00000501027;ENSP00000501244;ENSP00000374617;ENSP00000480665"	"O60312"	"ATP10A"	"57194"	"ATPase phospholipid transporting 10A (putative)"	"ATP10C;ATPVA;ATPVC;KIAA0566"	"Endoplasmic reticulum"	"SwissProt"
"ENSG00000206527"	"ENST00000471236;ENST00000383657;ENST00000493515;ENST00000480081;ENST00000469317"	"ENSP00000373153;ENSP00000417567;ENSP00000419237"	"Q6Y1H2"	"HACD2"	"201562"	"3-hydroxyacyl-CoA dehydratase 2"	"PTPLB"	"Endoplasmic reticulum"	"SwissProt"
"ENSG00000211445"	"ENST00000388825;ENST00000521722;ENST00000521650;ENST00000519214;ENST00000517973;ENST00000625178;ENST00000521632;ENST00000520597;ENST00000520059;ENST00000614343;ENST00000622181"	"ENSP00000373477;ENSP00000427873;ENSP00000430508;ENSP00000429709;ENSP00000430743;ENSP00000429314;ENSP00000483660;ENSP00000484258"	"P22352"	"GPX3"	"2878"	"glutathione peroxidase 3"	""	"Extracellular;Lysosome"	"DeepLoc2"
"ENSG00000211448"	"ENST00000438257;ENST00000557010;ENST00000556811;ENST00000555750;ENST00000557125;ENST00000555844;ENST00000554188;ENST00000553968;ENST00000553594;ENST00000556384;ENST00000422005"	"ENSP00000405854;ENSP00000451419;ENSP00000451971;ENSP00000450980;ENSP00000450547;ENSP00000450781;ENSP00000451136;ENSP00000451339;ENSP00000451265;ENSP00000411438"	"Q92813"	"DIO2"	"1734"	"iodothyronine deiodinase 2"	"SelY;TXDI2"	"Nucleus"	"CellAtlas"
"ENSG00000211452"	"ENST00000534069;ENST00000529589;ENST00000361921;ENST00000322679;ENST00000530084;ENST00000528946;ENST00000525044;ENST00000527060;ENST00000526329;ENST00000532493;ENST00000525202;ENST00000529329;ENST00000524406;ENST00000388876;ENST00000610607;ENST00000613679;ENST00000617230"	"ENSP00000432797;ENSP00000354643;ENSP00000323198;ENSP00000431999;ENSP00000433891;ENSP00000436550;ENSP00000435030;ENSP00000434758;ENSP00000435725;ENSP00000432700;ENSP00000434152;ENSP00000373528;ENSP00000483367;ENSP00000479755;ENSP00000481665"	"P49895"	"DIO1"	"1733"	"iodothyronine deiodinase 1"	"TXDI1"	"Mitochondria;Endoplasmic reticulum"	"DeepLoc2"
"ENSG00000211456"	"ENST00000464524;ENST00000455997;ENST00000418611;ENST00000463237;ENST00000672477;ENST00000441228;ENST00000463347;ENST00000438671;ENST00000389061;ENST00000478586;ENST00000445499;ENST00000672858;ENST00000463659;ENST00000433336;ENST00000464102;ENST00000471207;ENST00000485311"	"ENSP00000389975;ENSP00000396387;ENSP00000500361;ENSP00000406263;ENSP00000411966;ENSP00000373713;ENSP00000500542;ENSP00000412883"	"Q9NTJ5"	"SACM1L"	"22908"	"SAC1 like phosphatidylinositide phosphatase"	"KIAA0851;SAC1"	"Endoplasmic reticulum;Golgi apparatus;Nucleus"	"SwissProt;CellAtlas"
"ENSG00000212907"	"ENST00000361335"	"ENSP00000354728"	"P03901"	"MT-ND4L"	"4539"	"mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4L"	"MTND4L;NAD4L;ND4L"	"Inner mitochondria"	"SwissProt;CellAtlas"
"ENSG00000213024"	"ENST00000422090;ENST00000352066;ENST00000597029;ENST00000597723;ENST00000596217;ENST00000595463;ENST00000593652;ENST00000595761;ENST00000599567;ENST00000600645;ENST00000596437;ENST00000600583;ENST00000594673;ENST00000599788;ENST00000600935;ENST00000596680;ENST00000601665;ENST00000599560;ENST00000595373;ENST00000599186;ENST00000597814;ENST00000599830;ENST00000598301"	"ENSP00000407331;ENSP00000305503;ENSP00000473192;ENSP00000469283;ENSP00000471191;ENSP00000472918;ENSP00000468930;ENSP00000472081;ENSP00000470624;ENSP00000468842;ENSP00000470157;ENSP00000468884;ENSP00000468839;ENSP00000471133"	"P37198"	"NUP62"	"23636"	"nucleoporin 62"	"DKFZp547L134;FLJ20822;FLJ43869;IBSN;MGC841;p62;SNDI"	"Nucleus;Cytosol"	"SwissProt;CellAtlas"
"ENSG00000213160"	"ENST00000498202;ENST00000272797;ENST00000602521;ENST00000392647;ENST00000437875;ENST00000494387;ENST00000448589"	"ENSP00000474581;ENSP00000272797;ENSP00000475081;ENSP00000376419;ENSP00000394732;ENSP00000400833"	"Q8NBE8"	"KLHL23"	"151230;100526832"	"kelch like family member 23"	"FLJ37812;MGC22679;MGC2610"	"Nucleus"	"CellAtlas"
"ENSG00000213316"	"ENST00000465572;ENST00000505170;ENST00000292596;ENST00000401985;ENST00000466071;ENST00000486713;ENST00000510544;ENST00000509898"	"ENSP00000427299;ENSP00000292596;ENSP00000385627;ENSP00000493196"	"Q16873"	"LTC4S"	"4056"	"leukotriene C4 synthase"	"MGC33147"	"Endoplasmic reticulum;Nucleus;Cytosol"	"SwissProt;CellAtlas"
"ENSG00000213339"	"ENST00000589488;ENST00000250237;ENST00000585885;ENST00000590705;ENST00000421333;ENST00000587599;ENST00000592254;ENST00000591643;ENST00000587861;ENST00000592376;ENST00000587500;ENST00000592531"	"ENSP00000250237;ENSP00000389126;ENSP00000464990;ENSP00000468811;ENSP00000467394;ENSP00000465974"	"Q9BXR0"	"QTRT1"	"81890"	"queuine tRNA-ribosyltransferase catalytic subunit 1"	"TGT"	"Mitochondria;Cytosol"	"SwissProt;CellAtlas"
"ENSG00000213366"	"ENST00000369831;ENST00000460717;ENST00000464206;ENST00000481656;ENST00000476040;ENST00000241337;ENST00000467579;ENST00000414179;ENST00000369829;ENST00000568786;ENST00000472225;ENST00000496578;ENST00000624726;ENST00000442650;ENST00000369827"	"ENSP00000358846;ENSP00000435910;ENSP00000241337;ENSP00000435157;ENSP00000404662;ENSP00000358844;ENSP00000416883;ENSP00000358842"	"P28161"	"GSTM2"	"2946"	"glutathione S-transferase mu 2"	"GST4"	"Cytosol"	"SwissProt;CellAtlas"
"ENSG00000213398"	"ENST00000264005;ENST00000573538;ENST00000570369;ENST00000570980;ENST00000575467;ENST00000576450;ENST00000570396;ENST00000573846;ENST00000575277"	"ENSP00000264005;ENSP00000463220;ENSP00000459014;ENSP00000464651;ENSP00000460653;ENSP00000458141;ENSP00000459291"	"P04180"	"LCAT"	"3931"	"lecithin-cholesterol acyltransferase"	""	"Nucleus"	"CellAtlas"
"ENSG00000213614"	"ENST00000268097;ENST00000683243;ENST00000684263;ENST00000683853;ENST00000682235;ENST00000682064;ENST00000684667;ENST00000683133;ENST00000684305;ENST00000682461;ENST00000682843;ENST00000683579;ENST00000682721;ENST00000684203;ENST00000683735;ENST00000684602;ENST00000684231;ENST00000683548;ENST00000683463;ENST00000683587;ENST00000684125;ENST00000682653;ENST00000565873;ENST00000564677;ENST00000567411;ENST00000683681;ENST00000566304;ENST00000683860;ENST00000569116;ENST00000567027;ENST00000684415;ENST00000684520;ENST00000682657;ENST00000682061;ENST00000682177;ENST00000683884;ENST00000568777;ENST00000683003;ENST00000567159;ENST00000684041;ENST00000563762;ENST00000566672;ENST00000569410;ENST00000683742;ENST00000683228;ENST00000563908;ENST00000569509;ENST00000568260;ENST00000567213"	"ENSP00000268097;ENSP00000507042;ENSP00000508369;ENSP00000506834;ENSP00000507003;ENSP00000508108;ENSP00000506819;ENSP00000507308;ENSP00000508173;ENSP00000506867;ENSP00000507535;ENSP00000508336;ENSP00000507996;ENSP00000507748;ENSP00000507986;ENSP00000507320;ENSP00000455545;ENSP00000508110;ENSP00000455114;ENSP00000507179;ENSP00000457521;ENSP00000507227;ENSP00000506826;ENSP00000507753;ENSP00000508316;ENSP00000507409;ENSP00000507004;ENSP00000507576;ENSP00000456489;ENSP00000508382;ENSP00000456346;ENSP00000457037;ENSP00000457125;ENSP00000458128;ENSP00000478217"	"P06865"	"HEXA"	"3073"	"hexosaminidase subunit alpha"	""	"Cytosol;Lysosome"	"SwissProt;CellAtlas"
"ENSG00000213619"	"ENST00000533507;ENST00000529276;ENST00000528192;ENST00000530295;ENST00000534208;ENST00000534716;ENST00000263774;ENST00000533105;ENST00000524568;ENST00000677462;ENST00000678975;ENST00000531351;ENST00000525378;ENST00000525212;ENST00000527178"	"ENSP00000433753;ENSP00000432099;ENSP00000431588;ENSP00000433405;ENSP00000263774"	"O75489"	"NDUFS3"	"4722"	"NADH:ubiquinone oxidoreductase core subunit S3"	"CI-30"	"Nucleus;Inner mitochondria"	"SwissProt;CellAtlas"
"ENSG00000213648"	"ENST00000360423;ENST00000569544;ENST00000565290;ENST00000563944;ENST00000562941"	"ENSP00000353600;ENSP00000455063;ENSP00000456834;ENSP00000457597"	"P0DMN0"	"SULT1A4"	"445329"	"sulfotransferase family 1A member 4"	""	"Cytosol"	"SwissProt"
"ENSG00000213689"	"ENST00000433541;ENST00000444177;ENST00000625293;ENST00000492235;ENST00000635452;ENST00000456089"	"ENSP00000412404;ENSP00000415972;ENSP00000486676;ENSP00000494511;ENSP00000492023;ENSP00000411331"	"Q9NSU2"	"TREX1"	"11277"	"three prime repair exonuclease 1"	"AGS1;DRN3"	"Endoplasmic reticulum;Nucleus;Cytosol"	"SwissProt;CellAtlas"
"ENSG00000213722"	"ENST00000437288;ENST00000436437;ENST00000469963;ENST00000416410;ENST00000480913;ENST00000483792;ENST00000375787;ENST00000375792;ENST00000375789;ENST00000488119"	"ENSP00000413164;ENSP00000395759;ENSP00000397466;ENSP00000364943;ENSP00000364949;ENSP00000364945"	"O95865"	"DDAH2"	"23564"	"dimethylarginine dimethylaminohydrolase 2"	"G6A"	"Mitochondria;Cytosol"	"SwissProt;CellAtlas"
"ENSG00000213759"	"ENST00000446444;ENST00000513315"	"ENSP00000387683"	"O75310"	"UGT2B11"	"10720"	"UDP glucuronosyltransferase family 2 member B11"	""	"Endoplasmic reticulum"	"SwissProt"
"ENSG00000213760"	"ENST00000376151;ENST00000303892;ENST00000483251;ENST00000415099;ENST00000483170;ENST00000481998"	"ENSP00000365321;ENSP00000302194;ENSP00000419698;ENSP00000390148"	"O95670"	"ATP6V1G2"	"534"	"ATPase H+ transporting V1 subunit G2"	"ATP6G;ATP6G2;Em:AC004181.3;NG38;Vma10"	"Cytosol"	"SwissProt"
"ENSG00000213920"	"ENST00000530222;ENST00000396833;ENST00000288087;ENST00000532557;ENST00000531553;ENST00000525696;ENST00000533536;ENST00000532742;ENST00000528849;ENST00000466422"	"ENSP00000380045;ENSP00000288087"	"Q86V88"	"MDP1"	"145553"	"magnesium dependent phosphatase 1"	"FN6Pase;MGC5987"	"Nucleus"	"CellAtlas"
"ENSG00000213930"	"ENST00000605275;ENST00000450095;ENST00000468099;ENST00000554550;ENST00000473506;ENST00000557541;ENST00000554139;ENST00000473529;ENST00000472111;ENST00000465543;ENST00000554897;ENST00000554944;ENST00000489643;ENST00000555020;ENST00000378842;ENST00000554085;ENST00000487381;ENST00000554638;ENST00000555214;ENST00000556403;ENST00000555086;ENST00000554330;ENST00000556494;ENST00000485531;ENST00000557706;ENST00000556157;ENST00000556244;ENST00000555754;ENST00000488412"	"ENSP00000401956;ENSP00000451435;ENSP00000432839;ENSP00000450942;ENSP00000368119;ENSP00000450419;ENSP00000451756"	"P07902"	"GALT"	"2592"	"galactose-1-phosphate uridylyltransferase"	""	"Cytosol"	"CellAtlas"
